ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,ProtoSet,ConceptInSource
Cavinena-madre-4,,Cavinena,madre,kwapuhike,kwapuhike,kʷ a p u h i k e,None,Armentia1887,254,,,,(----)kʷ(-)a(-puhike-),228,madrastra
ProtoTakana-hot-1,,ProtoTakana,hot,kwa-,kwa-,kʷ a,None,,254,,,,(----)kʷ(-)a(--------),229,hot
Arasa-hot-1,,Arasa,hot,ekua-kua,ekua-kua,e k u a + k u a,None,,254,,,,(-e--)k(u)a(+kua----),229,hot
ProtoTakana-caliente-1,,ProtoTakana,caliente,kwase,kwase,kʷ a s e,None,,259,,,,kʷ(-)ase(-----),229,caliente
Tacana-caliente-1,,Tacana,caliente,kwase-kwase,kwase-kwase,kʷ a s e + kʷ a s e,None,,259,,,,kʷ(-)ase(+kʷase),229,"tibio,medio caliente"
Tacana-caliente-2,,Tacana,caliente,kwase-sia,kwase-sia,kʷ a s e + s i a,None,,259,,,,kʷ(-)ase(+sia-),229,calientar
ProtoTakana-claro-1,,ProtoTakana,claro,kwaře,kwaře,kʷ a ɽ e,None,,265,,,,kʷ(-)aɽe(---),229,claro
Tacana-claro-1,,Tacana,claro,kware-da,kware-da,kʷ a r e + d a,None,,265,,,,kʷ(-)are(+da),229,"claro,transparente,brilloso"
Sapibokona-claro-1,,Sapibokona,claro,cuareme,cuareme,k u a r e m e,None,,265,,,,k(u)are(me-),229,chiaro
ProtoTakana-freir-1,,ProtoTakana,freir,kwařařa,kwařařa,kʷ a ɽ a ɽ a,None,,264,,,,(--)kʷaɽaɽa(----),229,freir
Tacana-freir-1,,Tacana,freir,kwarara-,kwarara-,kʷ a r a r a,None,,264,,,,(--)kʷarara(----),229,"hervir,freir"
Cavinena-freir-1,,Cavinena,freir,kwarara-isa,kwarara-isa,kʷ a r a r a + i s a,None,Armentia1887,264,,,,(--)kʷarara(+isa),229,"chicharrón,freir"
Cavinena-freir-2,,Cavinena,freir,e-kwarara-isa,e-kwarara-isa,e + kʷ a r a r a + i s a,None,Armentia1887,264,,,,(e+)kʷarara(+isa),229,frito
ProtoTakana-lena-1,,ProtoTakana,lena,kwati,kwati,kʷ a t i,None,,260,,,,kʷ(-)at(-)i(---------),229,leña
Tacana-lena-1,,Tacana,lena,kwati,kwati,kʷ a t i,None,,260,,,,kʷ(-)at(-)i(---------),229,leña
Tacana-lena-2,,Tacana,lena,kwati-dare-da,kwati-dare-da,kʷ a t i + d a r e + d a,None,,260,,,,kʷ(-)at(-)i(+dare+da-),229,"fuego,tizón,brasa"
Tacana-lena-3,,Tacana,lena,kwati-wasa,kwati-wasa,kʷ a t i + w a s a,None,,260,,,,kʷ(-)at(-)i(+wasa----),229,abeja leña (su picada es como fuego)
Tacana-lena-4,,Tacana,lena,kwati dareʔake,kwati_dareʔake,kʷ a t i + d a r e ʔ a k e,None,Armentia1887,260,,,,kʷ(-)at(-)i(+dareʔake),229,haz arder el fuego
Tacana-lena-5,,Tacana,lena,kwati e-tua,kwati_e-tua,kʷ a t i + e + t u a,None,,260,,,,kʷ(-)at(-)i(+e+tua---),229,fogata
Tacana-lena-6,,Tacana,lena,kwati time-ke,kwati_time-ke,kʷ a t i + t i m e + k e,None,,260,,,,kʷ(-)at(-)i(+time+ke-),229,atiza el fuego
Tacana-lena-7,,Tacana,lena,kwati turu-ke,kwati_turu-ke,kʷ a t i + t u r u + k e,None,,260,,,,kʷ(-)at(-)i(+turu+ke-),229,enciende el fuego
Tacana-lena-8,,Tacana,lena,kwati-su,kwati-su,kʷ a t i + s u,None,,260,,,,kʷ(-)at(-)i(+su------),229,en el fuego
Reyesano-lena-1,,Reyesano,lena,kwati,kwati,kʷ a t i,None,,260,,,,kʷ(-)at(-)i(---------),229,firewood
Maropa-lena-1,,Maropa,lena,cuati,cuati,k u a t i,None,Cardús1886,260,,,,k(u)at(-)i(---------),229,fire
Maropa-lena-2,,Maropa,lena,cuhuóti,cuhuóti,k u w ó/o t i,None,Nordenskiöld1905,677,,,,kuwó/oti,229,fire
Maropa-lena-3,,Maropa,lena,kuáti,kuáti,k u !á/a t i,None,Heath1883,260,,,,k(u)!á/at(-)i(---------),229,fire
Sapibokona-lena-1,,Sapibokona,lena,cuáti,cuáti,k u !á/a t i,None,,260,,,,k(u)!á/at(-)i(---------),229,fuoco
Araona-lena-1,,Araona,lena,cuati ibueda,cuati_ibueda,k u a t i + i b u e d a,None,,260,,,,k(u)at(-)i(+ibueda--),229,fuego
Araona-lena-2,,Araona,lena,cuatimanu,cuatimanu,k u a t i m a n u,None,,260,,,,k(u)at(-)i(manu-----),229,leña
Mabenaro-lena-1,,Mabenaro,lena,kwathi,kwathi,kʷ a t h i,None,,260,,,,kʷ(-)at(h)i(---------),229,fire
Mabenaro-lena-2,,Mabenaro,lena,kwathithi,kwathithi,kʷ a t h i t h i,None,,260,,,,kʷ(-)at(h)i(-thi-----),229,wood
Cavinena-lena-1,,Cavinena,lena,kwati,kwati,kʷ a t i,None,,260,,,,kʷ(-)at(-)i(---------),229,leña
EseEjja-lena-1,,EseEjja,lena,kwaki,kwaki,kʷ a k i,None,,260,,,,kʷ(-)ak(-)i(---------),229,"fuego,leña"
EseEjja-lena-2,,EseEjja,lena,kwaki-kóxaša,kwaki-kóxaša,kʷ a k i + k ó/o x a ʃ a,None,,260,,,,kʷ(-)ak(-)i(+kó/oxaʃa--),229,brasas
EseEjja-lena-3,,EseEjja,lena,kwaki-maxo,kwaki-maxo,kʷ a k i + m a x o,None,,260,,,,kʷ(-)ak(-)i(+maxo----),229,ceniza
EseEjja-lena-4,,EseEjja,lena,kwaki-pexe,kwaki-pexe,kʷ a k i + p e x e,None,,260,,,,kʷ(-)ak(-)i(+pexe----),229,venteador
EseEjja-lena-5,,EseEjja,lena,kwaki-powi,kwaki-powi,kʷ a k i + p o w i,None,,260,,,,kʷ(-)ak(-)i(+powi----),229,ceniza
Huarayo-lena-1,,Huarayo,lena,kwati,kwati,kʷ a t i,None,,260,,,,kʷ(-)at(-)i(---------),229,"fuego,tizón,leña"
Huarayo-lena-2,,Huarayo,lena,kwati-poi,kwati-poi,kʷ a t i + p o i,None,,260,,,,kʷ(-)at(-)i(+poi-----),229,ceniza
Chama-lena-1,,Chama,lena,kwáki,kwáki,kʷ !á/a k i,None,,260,,,,kʷ(-)!á/ak(-)i(---------),229,kindling wood
Arasa-lena-1,,Arasa,lena,kuáti,kuáti,k u !á/a t i,None,,260,,,,k(u)!á/at(-)i(---------),229,fire
Arasa-lena-2,,Arasa,lena,kuato,kuato,k u a t o,None,Créqui1922,676,,,,ku(--)at(-)o(---------),229,bois (chonta) de la flèche
ProtoTakana-asar-1,,ProtoTakana,asar,kwawi,kwawi,kʷ a w i,None,,262,,,,(----)kʷawi(-----),229,asar
Tacana-asar-1,,Tacana,asar,kwawi-,kwawi-,kʷ a β i,None,,262,,,,(----)kʷaβi(-----),229,asar
Tacana-asar-2,,Tacana,asar,ina-kwawi-,ina-kwawi-,i n a + kʷ a β i,None,,262,,,,(ina+)kʷaβi(-----),229,chamuscar
Tacana-asar-3,,Tacana,asar,ha-kwawi-ta-,ha-kwawi-ta-,h a + kʷ a β i + t a,None,,262,,,,(ha+-)kʷaβi(+ta--),229,quemarse
Tacana-asar-4,,Tacana,asar,kwawi-hihi,kwawi-hihi,kʷ a β i + h i h i,None,,262,,,,(----)kʷaβi(+hihi),229,asado (en chapapa)
Cavinena-asar-1,,Cavinena,asar,kwawi-,kwawi-,kʷ a β i,Concept 'asar en brasas' taken from Armentia,,262,,,,(----)kʷaβi(-----),229,"asar,asar en brasas"
ProtoTakana-pecho-2,,ProtoTakana,pecho,(a)kwa,kwa,kʷ a,None,,1,,,,(---)kʷa(--),230,pecho
Cavinena-pecho-1,,Cavinena,pecho,y-akwa,y-akwa,j + a kʷ a,None,,1,,,,(j+a)kʷa(--),230,pecho
Cavinena-pecho-2,,Cavinena,pecho,iyakwa,iyakwa,i j a kʷ a,None,Armentia1887,1,,,,(ija)kʷa(--),230,pecho
Cavinena-pecho-3,,Cavinena,pecho,yakwace,yakwace,j a kʷ a ts e,None,Armentia1887,1,,,,(-ja)kʷa(tse),230,pechuga
EseEjja-pecho-3,,EseEjja,pecho,e-kwá,e-kwá,e + kʷ !á/a,None,,1,,,,(e+-)kʷ!á/a(--),230,pecho
ProtoTakana-canoa-1,,ProtoTakana,canoa,kwaba,kwaba,kʷ a b a,None,,255,,,,(--)kʷ(-)aba(-------),231,canoa
Tacana-canoa-1,,Tacana,canoa,kwaba,kwaba,kʷ a b a,None,,255,,,,(--)kʷ(-)aba(-------),231,canoa
Tacana-canoa-2,,Tacana,canoa,kwaba-du,kwaba-du,kʷ a b a + d u,None,,255,,,,(--)kʷ(-)aba(+du----),231,cedro
Reyesano-canoa-1,,Reyesano,canoa,kwamba,kwamba,kʷ a m.b a,None,,255,,,,(--)kʷ(-)am.ba(-------),231,canoa
Maropa-canoa-1,,Maropa,canoa,kuambá,kuambá,k u a m.b !á/a,None,Heath1883,255,,,,(--)k(u)am.b!á/a(-------),231,canoe
Araona-canoa-1,,Araona,canoa,cuamba,cuamba,k u a m.b a,None,,255,,,,(--)k(u)am.ba(-------),231,canoa
Cavinena-canoa-1,,Cavinena,canoa,kwaba,kwaba,kʷ a b a,None,,255,,,,(--)kʷ(-)aba(-------),231,canoa
Cavinena-canoa-2,,Cavinena,canoa,kwaba e-bari,kwaba_e-bari,kʷ a b a + e + b a r i,None,,255,,,,(--)kʷ(-)aba(+e+bari),231,chalupa
Huarayo-canoa-1,,Huarayo,canoa,e-kwaba,e-kwaba,e + kʷ a b a,None,,255,,,,(e+)kʷ(-)aba(-------),231,canoa
ProtoTakana-boca-1,,ProtoTakana,boca,kwac̣a,kwac̣a,kʷ a ʈʂ a,see also *kwei-,,256,,,,(---)kʷ(-)aʈʂa(--------),232,boca
Tacana-boca-1,,Tacana,boca,e-kwaca,e-kwaca,e + kʷ a ʈʂ a,None,,256,,,,(e+-)kʷ(-)aʈʂa(--------),232,boca
Tacana-boca-2,,Tacana,boca,ha-kwaca-wawa-ti-,ha-kwaca-wawa-ti-,h a + kʷ a ʈʂ a + w a w a + t i,None,,256,,,,(ha+)kʷ(-)aʈʂa(+wawa+ti),232,bostezar
Tacana-boca-3,,Tacana,boca,kwaca-cu-,kwaca-cu-,kʷ a ʈʂ a + ʈʂ u,None,,256,,,,(---)kʷ(-)aʈʂa(+ʈʂu-----),232,besar
Tacana-boca-4,,Tacana,boca,kwaca-sia-,kwaca-sia-,kʷ a ʈʂ a + s i a,None,,256,,,,(---)kʷ(-)aʈʂa(+sia----),232,"ordenar,mandar"
Tacana-boca-5,,Tacana,boca,kwaca,kwaca,kʷ a ʈʂ a,None,Armentia1887,256,,,,(---)kʷ(-)aʈʂa(--------),232,"achacar,imputar"
Tacana-boca-6,,Tacana,boca,kwaca peada,kwaca_peada,kʷ a ʈʂ a + p j a d a,None,Armentia1887,256,,,,(---)kʷ(-)aʈʂa(+pjada--),232,"un bocado,un trago,una palabra,una boca"
Tacana-boca-7,,Tacana,boca,kwaca-teri,kwaca-teri,kʷ a ʈʂ a + t e r i,None,Armentia1887,256,,,,(---)kʷ(-)aʈʂa(+teri---),232,tapar (cántaro ó botella)
Reyesano-boca-1,,Reyesano,boca,e-kwaca,e-kwaca,e + kʷ a ts a,None,,256,,,,(e+-)kʷ(-)atsa(--------),232,mouth
Maropa-boca-1,,Maropa,boca,ekuatra,ekuatra,e k u a ʈɽ a,None,Heath1883,256,,,,(e--)k(u)aʈɽa(--------),232,mouth
Sapibokona-boca-1,,Sapibokona,boca,ecuacha,ecuacha,e k u a tʃ a,None,,256,,,,(e--)k(u)atʃa(--------),232,bocca
Sapibokona-boca-2,,Sapibokona,boca,ecuachacubbi,ecuachacubbi,e k u a tʃ a ts u b b i,None,,256,,,,(e--)k(u)atʃa(tsubbi---),232,labbro
Mabenaro-boca-1,,Mabenaro,boca,ikwatsa,ikwatsa,i kʷ a ts a,None,,256,,,,(i--)kʷ(-)atsa(--------),232,mouth
Cavinena-boca-1,,Cavinena,boca,e-kwaca,e-kwaca,e + kʷ a ts a,None,,256,,,,(e+-)kʷ(-)atsa(--------),232,"boca,ribera"
Cavinena-boca-2,,Cavinena,boca,e-kwaca-biti,e-kwaca-biti,e + kʷ a ts a + b i t i,None,,256,,,,(e+-)kʷ(-)atsa(+biti---),232,labio
Cavinena-boca-3,,Cavinena,boca,kwaca-bihi,kwaca-bihi,kʷ a ts a + b i h i,None,,256,,,,(---)kʷ(-)atsa(+bihi---),232,"dicho,cuento"
Cavinena-boca-4,,Cavinena,boca,kwaca-wana,kwaca-wana,kʷ a ts a + w a n a,None,Armentia1887,256,,,,(---)kʷ(-)atsa(+wana---),232,corregir
Cavinena-boca-5,,Cavinena,boca,kwaca-hu,kwaca-hu,kʷ a ts a + h u,None,Armentia1887,256,,,,(---)kʷ(-)atsa(+hu-----),232,orillar
Cavinena-boca-6,,Cavinena,boca,kwaca-tumu,kwaca-tumu,kʷ a ts a + t u m u,None,Armentia1887,256,,,,(---)kʷ(-)atsa(+tumu---),232,embozar
EseEjja-boca-1,,EseEjja,boca,e-kwasa,e-kwasa,e + kʷ a s a,None,,256,,,,(e+-)kʷ(-)asa(--------),232,labios
EseEjja-boca-2,,EseEjja,boca,kwaša-,kwaša-,kʷ a ʃ a,š < ?,,256,,,,(---)kʷ(-)aʃa(--------),232,crecer la barba
Huarayo-boca-1,,Huarayo,boca,e-kwasa,e-kwasa,e + kʷ a s a,None,,256,,,,(e+-)kʷ(-)asa(--------),232,labio
ProtoTakana-picaflor-1,,ProtoTakana,picaflor,kwadidi,kwadidi,kʷ a d i d i,None,,257,,,,kʷa(-)di(-)di(---),233,picaflor
Tacana-picaflor-1,,Tacana,picaflor,kwadidi,kwadidi,kʷ a d i d i,None,,257,,,,kʷa(-)di(-)di(---),233,"picaflor (ave),colibrí"
Reyesano-picaflor-1,,Reyesano,picaflor,kwandzindzi,kwandzindzi,kʷ a n dz i n dz i,None,,257,,,,kʷa(n)dzi(n)dzi(---),233,hummingbird
Cavinena-picaflor-1,,Cavinena,picaflor,kwadidi-kwi,kwadidi-kwi,kʷ a d i d i + kʷ i,hummingbird-tree?,,257,,,,kʷa(-)di(-)di(+kʷi),233,gavetillo (árbol)
EseEjja-picaflor-1,,EseEjja,picaflor,kwaʔii,kwaʔii,kʷ a ʔ i i,None,,257,,,,kʷa(-)ʔi(-)-i(---),233,clase de picaflor
ProtoTakana-pluralsuffixnounandpronoun-1,,ProtoTakana,pluralsuffixnounandpronoun,-kwana,-kwana,kʷ a n a,None,,12,,,,kʷana,234,"plural suffix, noun and pronoun"
Tacana-pluralsuffixnounandpronoun-1,,Tacana,pluralsuffixnounandpronoun,-kwana,-kwana,kʷ a n a,None,,12,,,,kʷana,234,"plural suffix, noun and pronoun"
Cavinena-pluralsuffixnounandpronoun-1,,Cavinena,pluralsuffixnounandpronoun,-kwana,-kwana,kʷ a n a,None,,12,,,,kʷana,234,"plural suffix, noun and pronoun"
EseEjja-pluralsuffixnounandpronoun-1,,EseEjja,pluralsuffixnounandpronoun,-kwana,-kwana,kʷ a n a,None,,12,,,,kʷana,234,"plural suffix, noun and pronoun"
ProtoTakana-jefejuez-1,,ProtoTakana,jefejuez,kwari,kwari,kʷ a r i,None,,258,,,,(--)kʷari,235,"jefe,juez"
Tacana-jefejuez-1,,Tacana,jefejuez,e-kwai,e-kwai,e + kʷ a i,Concept 'señor' taken from Armentia,,258,,,,(e+)kʷa-i,235,"jefe,señor"
Cavinena-jefejuez-1,,Cavinena,jefejuez,e-kwari,e-kwari,e + kʷ a r i,None,,258,,,,(e+)kʷari,235,juez
ProtoTakana-chocolate-1,,ProtoTakana,chocolate,kwase,kwase,kʷ a s e,None,,259,,,,kʷ(-)ase(-----),236,chocolate
Tacana-chocolate-1,,Tacana,chocolate,kwase,kwase,kʷ a s e,None,,259,,,,kʷ(-)ase(-----),236,fruta de cacao
Tacana-chocolate-2,,Tacana,chocolate,kwase eki,kwase_eki,kʷ a s e + e k i,None,,259,,,,kʷ(-)ase(+eki-),236,árbol de cacao
Cavinena-chocolate-1,,Cavinena,chocolate,kwahe,kwahe,kʷ a h e,None,,259,,,,kʷ(-)ahe(-----),236,chocolatillo (árbol)
Cavinena-chocolate-2,,Cavinena,chocolate,kwahe-ri,kwahe-ri,kʷ a h e + r i,None,,259,,,,kʷ(-)ahe(+ri--),236,chocolate
EseEjja-chocolate-1,,EseEjja,chocolate,kwahe,kwahe,kʷ a h e,None,,259,,,,kʷ(-)ahe(-----),236,chocolate
EseEjja-chocolate-2,,EseEjja,chocolate,kwahe ʔiye,kwahe_ʔiye,kʷ a h e + ʔ i j e,None,,259,,,,kʷ(-)ahe(+ʔije),236,chocolatal
Huarayo-chocolate-1,,Huarayo,chocolate,kuahe,kuahe,k u a h e,None,,259,,,,k(u)ahe(-----),236,cacao
Chama-chocolate-1,,Chama,chocolate,/gwáxi/,/gwáxi/,gʷ !á/a x i,None,,259,,,,gʷ(-)!á/axi(-----),236,chocolate
ProtoTakana-yuca-1,,ProtoTakana,yuca,kwawe,kwawe,kʷ a w e,None,,261,,,,kʷ(-)aw(-)e(-------),237,yuca
Tacana-yuca-1,,Tacana,yuca,kwawe,kwawe,kʷ a β e,None,,261,,,,kʷ(-)aβ(-)e(-------),237,yuca
Tacana-yuca-2,,Tacana,yuca,kwawe eča,kwawe_eča,kʷ a β e + e tʃ a,None,,261,,,,kʷ(-)aβ(-)e(+etʃa---),237,rama de yuca
Tacana-yuca-3,,Tacana,yuca,kwawe harina,kwawe_harina,kʷ a β e + h a r i n a,None,,261,,,,kʷ(-)aβ(-)e(+harina),237,chivé
Tacana-yuca-4,,Tacana,yuca,kwawe hude,kwawe_hude,kʷ a β e + h u d e,None,,261,,,,kʷ(-)aβ(-)e(+hude--),237,yucal
Reyesano-yuca-1,,Reyesano,yuca,kwabhe,kwabhe,kʷ a β e,None,,261,,,,kʷ(-)aβ(-)e(-------),237,yuca
Maropa-yuca-1,,Maropa,yuca,cáhue,cáhue,ts á/a w e,None,Nordenskiöld1905,261,,,,ts(-)á/ah(u)e(-------),237,Mandioca
Araona-yuca-1,,Araona,yuca,cuabe,cuabe,k u a b e,None,,261,,,,k(u)ab(-)e(-------),237,yuca
Mabenaro-yuca-1,,Mabenaro,yuca,kwavia,kwavia,kʷ a β i a,None,,261,,,,kʷ(-)aβ(-)i(a------),237,yuca
Cavinena-yuca-1,,Cavinena,yuca,kwawe,kwawe,kʷ a β e,None,,261,,,,kʷ(-)aβ(-)e(-------),237,yuca
Cavinena-yuca-2,,Cavinena,yuca,kwawe ekwi,kwawe_ekwi,kʷ a β e + e kʷ i,None,,261,,,,kʷ(-)aβ(-)e(+ekʷi---),237,rama de yuca
Cavinena-yuca-3,,Cavinena,yuca,kwawe-moro,kwawe-moro,kʷ a β e + m o r o,None,,261,,,,kʷ(-)aβ(-)e(+moro--),237,almidón de yuca
ProtoTakana-asomar-1,,ProtoTakana,asomar,kwazi,kwazi,kʷ a z i,None,,263,,,,(---)kʷazi(-----),238,asomar
Tacana-asomar-1,,Tacana,asomar,kwadhi-ba-,kwadhi-ba-,kʷ a ð i + b a,Concept 'asomarse' taken from Armentia,,263,,,,(---)kʷaði(+ba--),238,"espiar,asomarse"
Cavinena-asomar-1,,Cavinena,asomar,kwahi,kwahi,kʷ a h i,None,Armentia1887,263,,,,(---)kʷahi(-----),238,asomar
Cavinena-asomar-2,,Cavinena,asomar,kwahi-ti,kwahi-ti,kʷ a h i + t i,None,Armentia1887,263,,,,(---)kʷahi(+ti--),238,"averiguar,exploración"
Cavinena-asomar-3,,Cavinena,asomar,kwahi-tima,kwahi-tima,kʷ a h i + t i m a,None,,263,,,,(---)kʷahi(+tima),238,inaveriguable
Cavinena-asomar-4,,Cavinena,asomar,ka-kwahi-titi,ka-kwahi-titi,k a + kʷ a h i + t i t i,None,Armentia1887,263,,,,(ka+)kʷahi(+titi),238,convidar
ProtoTakana-afilado-1,,ProtoTakana,afilado,kweru,kweru,kʷ e r u,None,,273,,,,kʷeru(------),239,afilado
Tacana-afilado-1,,Tacana,afilado,keu-da,keu-da,k e u + d a,None,,273,,,,ke-u(+da---),239,afilado
Cavinena-afilado-1,,Cavinena,afilado,kwero-da,kwero-da,kʷ e r o + d a,None,,273,,,,kʷero(+da---),239,filoso
Cavinena-afilado-2,,Cavinena,afilado,kwero-da-ma,kwero-da-ma,kʷ e r o + d a + m a,None,,273,,,,kʷero(+da+ma),239,muto (sin filo)
Cavinena-afilado-3,,Cavinena,afilado,kwero-,kwero-,kʷ e r o,None,,273,,,,kʷero(------),239,hacer punta
ProtoTakana-delgado-1,,ProtoTakana,delgado,kwesa,kwesa,kʷ e s a,None,,274,,,,kʷesa(---),239,delgado
Tacana-delgado-1,,Tacana,delgado,kesa-da,kesa-da,k e s a + d a,None,,274,,,,kesa(+da),239,delgado (como papel o tela)
ProtoTakana-imperativesuffix-1,,ProtoTakana,imperativesuffix,-kwe,-kwe,kʷ e,None,,13,,,,kʷe,240,imperative suffix
Tacana-imperativesuffix-1,,Tacana,imperativesuffix,-ke,-ke,k e,None,,13,,,,ke,240,imperative suffix
Guariza-imperativesuffix-1,,Guariza,imperativesuffix,-he,-he,h e,"e.g., < tia-ge >",,13,,,,he,240,imperative suffix
Cavinena-imperativesuffix-1,,Cavinena,imperativesuffix,-kwe,-kwe,kʷ e,None,,13,,,,kʷe,240,imperative suffix
EseEjja-imperativesuffix-1,,EseEjja,imperativesuffix,-kwe,-kwe,kʷ e,None,,13,,,,kʷe,240,imperative suffix
ProtoTakana-possessiveaffix-1,,ProtoTakana,possessiveaffix,-kwe-,-kwe-,kʷ e,"apparently only employed with 1st and 2nd person pronouns (e.g. Tak ke-ma 'my', mi-ke-da 'thy', Kav e-kwe 'my', mi-kwe 'thy', Ese e-kwe-a 'my')",,14,,,,kʷe,241,possessive affix
Tacana-possessiveaffix-1,,Tacana,possessiveaffix,-ke,-ke,k e,None,,14,,,,ke,241,possessive affix
Cavinena-possessiveaffix-1,,Cavinena,possessiveaffix,-kwe,-kwe,kʷ e,None,,14,,,,kʷe,241,possessive affix
EseEjja-possessiveaffix-1,,EseEjja,possessiveaffix,-kwe,-kwe,kʷ e,None,,14,,,,kʷe,241,possessive affix
Reyesano-possessiveaffix-1,,Reyesano,possessiveaffix,ki-,ki-,k i,None,,14,,,,ki,241,possessive prefix
ProtoTakana-nutria-1,,ProtoTakana,nutria,kwec̣ara,kwec̣ara,kʷ e ʈʂ a r a,None,,266,,,,kʷeʈʂara,242,nutria
Tacana-nutria-1,,Tacana,nutria,keca,keca,k e ʈʂ a,None,,266,,,,keʈʂa--,242,"londra,lobo"
Reyesano-nutria-1,,Reyesano,nutria,kweca,kweca,kʷ e ts a,None,,266,,,,kʷetsa--,242,otter
Cavinena-nutria-1,,Cavinena,nutria,kwecara,kwecara,kʷ e ts a r a,None,,266,,,,kʷetsara,242,lobo (nutria)
ProtoTakana-barba-1,,ProtoTakana,barba,kwei-,kwei-,kʷ e i,see also *kwac̣a,,267,,,,(--)kʷei(--------),243,barba
Tacana-barba-1,,Tacana,barba,ke-dha,ke-dha,k e + ð a,None,,267,,,,(--)ke-(+ða-----),243,"barba,bigote"
Tacana-barba-2,,Tacana,barba,e-ke-di,e-ke-di,e + k e + d i,None,,267,,,,(e+)ke-(+di-----),243,saliva
Tacana-barba-3,,Tacana,barba,e-ke-ke,e-ke-ke,e + k e + k e,None,Armentia1887,267,,,,(e+)ke-(+ke-----),243,"labio,orilla"
Tacana-barba-4,,Tacana,barba,e-ke-ke-da,e-ke-ke-da,e + k e + k e + d a,None,Armentia1887,267,,,,(e+)ke-(+ke+da--),243,bigote
Tacana-barba-5,,Tacana,barba,ki-tu-a,ki-tu-a,k i + t u + a,None,,686,,,,(--)k-i(+tu+a-----),243,escupar
Reyesano-barba-1,,Reyesano,barba,kwesa,kwesa,kʷ e s a,None,,267,,,,(--)kʷe-(-sa-----),243,beard
Maropa-barba-1,,Maropa,barba,euesa,euesa,e u e s a,None,Heath1883,267,,,,(e-)ue-(-sa-----),243,berad
Cavinena-barba-1,,Cavinena,barba,kwe-sa,kwe-sa,kʷ e + s a,None,,678,,,,(--)kʷe-(+sa-------),243,"barba,bigote"
Cavinena-barba-2,,Cavinena,barba,e-kwe-di,e-kwe-di,e + kʷ e + d i,None,,679,,,,(e+)kʷe-(+di-------),243,saliva
Cavinena-barba-3,,Cavinena,barba,e-kwe-dira-a-,e-kwe-dira-a-,e + kʷ e + d i r a + a,None,,680,,,,(e+)kʷe-(+dira+a---),243,escupar
Cavinena-barba-4,,Cavinena,barba,e-kwe-doko,e-kwe-doko,e + kʷ e + d o k o,None,,681,,,,(e+)kʷe-(+doko-----),243,mentón
Cavinena-barba-5,,Cavinena,barba,e-kwe-kwi,e-kwe-kwi,e + kʷ e + kʷ i,None,,682,,,,(e+)kʷe-(+kʷi-------),243,la barba
Cavinena-barba-6,,Cavinena,barba,e-kwe-di-a,e-kwe-di-a,e + kʷ e + d i + a,None,Armentia1887,683,,,,(e+)kʷe-(+di+a-----),243,salivar
Cavinena-barba-7,,Cavinena,barba,e-kwei-ki,e-kwei-ki,e + kʷ e i + k i,None,Armentia1887,267,,,,(e+)kʷei(+ki-----),243,cara
EseEjja-barba-1,,EseEjja,barba,e-kwe-ša,e-kwe-ša,e + kʷ e + ʃ a,None,,267,,,,(e+)kʷe-(+ʃa-----),243,barba
EseEjja-barba-2,,EseEjja,barba,e-kwe-ša-baxi,e-kwe-ša-baxi,e + kʷ e + ʃ a + b a x i,< *kwei+c̣a or *kwe+ja or perhaps *kwei+ja,,267,,,,(e+)kʷe-(+ʃa+baxi),243,escoba
EseEjja-barba-3,,EseEjja,barba,e-kwe-kweña,e-kwe-kweña,e + kʷ e + kʷ e ɲ a,< *kwe-kwe-ina,,267,,,,(e+)kʷe-(+kʷeɲa---),243,pelo de la barba
EseEjja-barba-4,,EseEjja,barba,kwi-čo,kwi-čo,kʷ i + tʃ o,None,,684,,,,(--)kʷ-i(+tʃo-------),243,saliva
EseEjja-barba-5,,EseEjja,barba,kwi-čo-hea-ka-,kwi-čo-hea-ka-,kʷ i + tʃ o + h e a + k a,"< *kwei+tu?, cf. Tak forms above",,685,,,,(--)kʷ-i(+tʃo+hea+ka),243,escupar
ProtoTakana-avisar-1,,ProtoTakana,avisar,kweisa,kweisa,kʷ e i s a,None,,269,,,,(---)kʷeisa(--------),243,avisar
Tacana-avisar-1,,Tacana,avisar,kisa-,kisa-,k i s a,None,,269,,,,(---)k-isa(--------),243,avisar
Tacana-avisar-2,,Tacana,avisar,kisa-kisa-pu-,kisa-kisa-pu-,k i s a + k i s a + p u,None,,269,,,,(---)k-isa(+kisa+pu),243,"conversar,charlar"
Cavinena-avisar-1,,Cavinena,avisar,ka-kweha-ti-,ka-kweha-ti-,k a + kʷ e h a + t i,None,,269,,,,(ka+)kʷe-ha(+ti-----),243,"avisar,hacer señas"
Cavinena-avisar-2,,Cavinena,avisar,kweha-,kweha-,kʷ e h a,None,,269,,,,(---)kʷe-ha(--------),243,"decir,avisar,predicar,invitar,contar,señalar"
ProtoTakana-barranco-1,,ProtoTakana,barranco,kwei-weiwei,kwei-weiwei,kʷ e i + w e i w e i,There is uncertainty regarding the protoform on the ID in the source,,268,,,,(--)kʷei(+weiwei),243,barranco
Tacana-barranco-1,,Tacana,barranco,e-ke-wiwi,e-ke-wiwi,e + k e + β i β i,None,,268,,,,(e+)ke-(+βiβi--),243,barranco
