ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,ProtoSet,ConceptInSource
Cavinena-viejo-1,,Cavinena,viejo,bero,bero,b e r o,None,,104,,,,bero,60,"viejo,antiguo,antes"
ProtoTakana-dos-1,,ProtoTakana,dos,beta,beta,b e t a,None,,105,,,,(---)beta(----------),61,dos
Tacana-dos-1,,Tacana,dos,beta,beta,b e t a,None,,105,,,,(---)beta(----------),61,dos
Reyesano-dos-1,,Reyesano,dos,mbeta,mbeta,m.b e t a,None,,105,,,,(---)m.beta(----------),61,two
Maropa-dos-1,,Maropa,dos,beta,beta,b e t a,None,Heath1883,105,,,,(---)beta(----------),61,two
Sapibokona-dos-1,,Sapibokona,dos,beta,beta,b e t a,None,,105,,,,(---)beta(----------),61,two
Araona-dos-1,,Araona,dos,beta,beta,b e t a,None,,105,,,,(---)beta(----------),61,two
Cavinena-dos-1,,Cavinena,dos,beta,beta,b e t a,None,,105,,,,(---)beta(----------),61,dos
Cavinena-dos-2,,Cavinena,dos,beta-hara,beta-hara,b e t a + h a r a,None,Armentia1887,105,,,,(---)beta(+hara-----),61,gemelo
EseEjja-dos-1,,EseEjja,dos,beka,beka,b e k a,None,,105,,,,(---)beka(----------),61,dos
EseEjja-dos-2,,EseEjja,dos,beka-pee-,beka-pee-,b e k a + p e e,None,,105,,,,(---)beka(+pee------),61,acompañar
EseEjja-dos-3,,EseEjja,dos,beka-pee-xima,beka-pee-xima,b e k a + p e e + x i m a,None,,105,,,,(---)beka(+pee+xima-),61,3
EseEjja-dos-4,,EseEjja,dos,beka-pee-peaai,beka-pee-peaai,b e k a + p e e + p e a a i,None,,105,,,,(---)beka(+pee+peaai),61,4
EseEjja-dos-5,,EseEjja,dos,e-beka-kwana,e-beka-kwana,e + b e k a + kʷ a n a,None,,105,,,,(-e+)beka(+kʷana-----),61,algunos
EseEjja-dos-6,,EseEjja,dos,xa-beka-iki-,xa-beka-iki-,x a + b e k a + i k i,None,,105,,,,(xa+)beka(+-iki-----),61,jugar
Huarayo-dos-1,,Huarayo,dos,beabué,beabué,b e a b u !é/e,cognate?,,105,,,,(---)be-a(-bu!é/e------),61,dos
Chama-dos-1,,Chama,dos,béka,béka,b !é/e k a,None,,105,,,,(---)b!é/eka(----------),61,2
Tiatinahua-dos-1,,Tiatinahua,dos,bikapiai,bikapiai,b i k a p i a i,or '4'?,,105,,,,(---)bika(-piai-----),61,2
ProtoTakana-osohormigueroosoperezoso-1,,ProtoTakana,osohormigueroosoperezoso,be(ʔ)i(wi),bei,b e i,There is uncertainty regarding the protoform on the ID in the source,,92,,,,be(-)i(-----),62,"oso hormiguero,oso perezoso"
Cavinena-osohormigueroosoperezoso-1,,Cavinena,osohormigueroosoperezoso,bei,bei,b e i,None,,92,,,,be(-)i(-----),62,perezoso
Tacana-osohormigueroosoperezoso-1,,Tacana,osohormigueroosoperezoso,besawa,besawa,b e s a w a,None,,1085,,,,-be--(-sawa),62,oso hormiguero
Tacana-osohormigueroosoperezoso-2,,Tacana,osohormigueroosoperezoso,beisawa,beisawa,b e i s a w a,None,Armentia1887,92,,,,be(-)i(-sawa),62,oso
Reyesano-osohormigueroosoperezoso-1,,Reyesano,osohormigueroosoperezoso,mbei,mbei,m.b e i,None,,92,,,,m.be(-)i(-----),62,oso hormiguero
Cavinena-osohormigueroosoperezoso-2,,Cavinena,osohormigueroosoperezoso,be(ʔ)i,bei,b e i,None,,92,,,,be(-)i(-----),62,oso hormiguero
EseEjja-osohormigueroosoperezoso-1,,EseEjja,osohormigueroosoperezoso,bewi-haha,bewi-haha,b e w i + h a h a,None,,92,,,,be(w)i(+haha),62,perezoso
EseEjja-osohormigueroosoperezoso-2,,EseEjja,osohormigueroosoperezoso,beo-pisi,beo-pisi,b e o + p i s i,None,,1083,,,,-be-o(+pisi),62,oso hormiguero
Huarayo-osohormigueroosoperezoso-1,,Huarayo,osohormigueroosoperezoso,"be,bewi-pisi",be,b e,None,,1084,,,,-be--(-----),62,oso hormiguero
Huarayo-osohormigueroosoperezoso-2,,Huarayo,osohormigueroosoperezoso,bewí-haha,bewí-haha,b e w !í/i + h a h a,None,,92,,,,be(w)!í/i(+haha),62,perezoso
ProtoTakana-piojo-1,,ProtoTakana,piojo,bia,bia,b i a,"cf. *bira,*biwa",,106,,,,(----)bi(-)a(--------),63,piojo
Tacana-piojo-1,,Tacana,piojo,bia,bia,b i a,None,,106,,,,(----)bi(-)a(--------),63,piojo
Tacana-piojo-2,,Tacana,piojo,bia eha,bia_eha,b i a + e h a,None,Armentia1887,106,,,,(----)bi(-)a(+-e--ha-),63,liendre
Reyesano-piojo-1,,Reyesano,piojo,biya,biya,b i j a,None,,106,,,,(----)bi(j)a(--------),63,lice
Maropa-piojo-1,,Maropa,piojo,biya,biya,b i j a,None,Heath1883,106,,,,(----)bi(j)a(--------),63,louse
Cavinena-piojo-1,,Cavinena,piojo,bia,bia,b i a,None,,106,,,,(----)bi(-)a(--------),63,piojo
Cavinena-piojo-2,,Cavinena,piojo,eka-bia-ha-ke,eka-bia-ha-ke,e k a + b i a + h a + k e,None,,106,,,,(eka+)bi(-)a(+h-a+ke-),63,liendre
Cavinena-piojo-3,,Cavinena,piojo,bia-bia,bia-bia,b i a + b i a,None,Armentia1887,106,,,,(----)bi(-)a(+bia----),63,despiojar
Cavinena-piojo-4,,Cavinena,piojo,bia-bia-aʔa-,bia-bia-aʔa-,b i a + b i a + a ʔ a,None,Armentia1887,106,,,,(----)bi(-)a(+bia+aʔa),63,expulgar
Cavinena-piojo-5,,Cavinena,piojo,bia-kini,bia-kini,b i a + k i n i,None,Armentia1887,106,,,,(----)bi(-)a(+---kini),63,piojera
EseEjja-piojo-1,,EseEjja,piojo,biá,biá,b i !á/a,None,,106,,,,(----)bi(-)!á/a(--------),63,piojo
Huarayo-piojo-1,,Huarayo,piojo,beá,beá,b e !á/a,None,,106,,,,(----)be(-)!á/a(--------),63,piojo
ProtoTakana-palmareal-1,,ProtoTakana,palmareal,biʔi,biʔi,b i ʔ i,None,,118,,,,biʔi,64,palma real
Tacana-palmareal-1,,Tacana,palmareal,bi,bi,b i,None,,118,,,,bi--,64,palma real
Cavinena-palmareal-1,,Cavinena,palmareal,bi(ʔ)i,bii,b i i,None,,118,,,,bi-i,64,palma real
ProtoTakana-balsa-1,,ProtoTakana,balsa,biji,biji,b i ʃ i,None,,107,,,,biʃi(------),65,balsa
Tacana-balsa-1,,Tacana,balsa,biři,biři,b i ɽ i,None,,107,,,,biɽi(------),65,balsa
Cavinena-balsa-1,,Cavinena,balsa,bihi,bihi,b i h i,None,,107,,,,bihi(------),65,balsa
EseEjja-balsa-1,,EseEjja,balsa,bišé,bišé,b i ʃ !é/e,None,,107,,,,biʃ!é/e(------),65,"canoa,cedro"
EseEjja-balsa-2,,EseEjja,balsa,biše-daasa,biše-daasa,b i ʃ e + d a a s a,None,,107,,,,biʃe(+daasa),65,espalda de la canoa
EseEjja-balsa-3,,EseEjja,balsa,biše-hé,biše-hé,b i ʃ e + h é/e,None,,107,,,,biʃe(+hé/e---),65,cáscara del cedro
EseEjja-balsa-4,,EseEjja,balsa,biše-kii,biše-kii,b i ʃ e + k i i,None,,107,,,,biʃe(+kii--),65,popa de la canoa
EseEjja-balsa-5,,EseEjja,balsa,biše-dišo,biše-dišo,b i ʃ e + d i ʃ o,None,,107,,,,biʃe(+di-ʃo),65,canoa (juguete)
ProtoTakana-cuquisa-1,,ProtoTakana,cuquisa,bijiji,bijiji,b i ʃ i ʃ i,None,,108,,,,biʃiʃi,66,cuqisa
Tacana-cuquisa-1,,Tacana,cuquisa,biřidi,biřidi,b i ɽ i d i,biřiři? or dissimilation,,108,,,,biɽidi,66,paloma cuquisa
Cavinena-cuquisa-1,,Cavinena,cuquisa,bihihi,bihihi,b i h i h i,None,,108,,,,bihihi,66,cuquisa
ProtoTakana-aji-1,,ProtoTakana,aji,biju,biju,b i ʃ u,None,,109,,,,biʃu,67,ají
Tacana-aji-1,,Tacana,aji,biřu,biřu,b i ɽ u,None,,109,,,,biɽu,67,ají
Reyesano-aji-1,,Reyesano,aji,mbišo,mbišo,m.b i ʃ o,None,,109,,,,m.biʃo,67,"chile,chili pepper"
Cavinena-aji-1,,Cavinena,aji,biho,biho,b i h o,None,,109,,,,biho,67,ají
Huarayo-aji-1,,Huarayo,aji,bišo,bišo,b i ʃ o,None,,109,,,,biʃo,67,ají
ProtoTakana-pesado-1,,ProtoTakana,pesado,bikwe,bikwe,b i kʷ e,None,,110,,,,(-----)bikʷ(-)e(--------),68,pesado
Tacana-pesado-1,,Tacana,pesado,bike-da,bike-da,b i k e + d a,None,,110,,,,(-----)bik(-)e(+da-----),68,pesado
Cavinena-pesado-1,,Cavinena,pesado,bikwe-da,bikwe-da,b i kʷ e + d a,None,,110,,,,(-----)bikʷ(-)e(+da-----),68,pesado
Cavinena-pesado-2,,Cavinena,pesado,nime-bikwe-da,nime-bikwe-da,n i m e + b i kʷ e + d a,None,,110,,,,(nime+)bikʷ(-)e(+da-----),68,triste
EseEjja-pesado-1,,EseEjja,pesado,kea-bike,kea-bike,k e a + b i k e,None,,110,,,,(-kea+)bik(-)e(--------),68,pesado
Huarayo-pesado-1,,Huarayo,pesado,"kia-bikie,kia-bíkie-ne",kia-bikie,k i a + b i k i e,None,,110,,,,(-kia+)bik(i)e(--------),68,pesado
Huarayo-pesado-2,,Huarayo,pesado,kia-bikie-nei-nei,kia-bikie-nei-nei,k i a + b i k i e + n e i + n e i,None,,110,,,,(-kia+)bik(i)e(+nei+nei),68,muy pesado
Huarayo-pesado-3,,Huarayo,pesado,"bikiánima,bikie-ama",bikiánima,b i k i á/a n i m a,None,,1097,,,,(-----)bikiá/a(-ni------ma),68,no pesado
ProtoTakana-murcielago-1,,ProtoTakana,murcielago,bina,bina,b i n a,None,,111,,,,bina(------),69,murciélago
Tacana-murcielago-1,,Tacana,murcielago,bina,bina,b i n a,None,,111,,,,bina(------),69,murciélago
Reyesano-murcielago-1,,Reyesano,murcielago,bina,bina,b i n a,None,,111,,,,bina(------),69,bat
Cavinena-murcielago-1,,Cavinena,murcielago,bina,bina,b i n a,None,,111,,,,bina(------),69,murciélago
EseEjja-murcielago-1,,EseEjja,murcielago,biña,biña,b i ɲ a,None,,111,,,,biɲa(------),69,murciélago
Huarayo-murcielago-1,,Huarayo,murcielago,biña,biña,b i ɲ a,None,,111,,,,biɲa(------),69,murciélago
Huarayo-murcielago-2,,Huarayo,murcielago,biña-ai-ai,biña-ai-ai,b i ɲ a + a i + a i,None,,111,,,,biɲa(+ai+ai),69,grande murciélago
Huarayo-murcielago-3,,Huarayo,murcielago,biña-sisi,biña-sisi,b i ɲ a + s i s i,None,,111,,,,biɲa(+si-si),69,pequeño murciélago
ProtoTakana-avispopeto-1,,ProtoTakana,avispopeto,bira,bira,b i r a,None,,112,,,,bira(------),70,"avispo,peto"
Tacana-avispopeto-1,,Tacana,avispopeto,bia,bia,b i a,None,,112,,,,bi-a(------),70,"avispo,peto"
Cavinena-avispopeto-1,,Cavinena,avispopeto,bira,bira,b i r a,None,,112,,,,bira(------),70,"avispo,peto"
EseEjja-avispopeto-1,,EseEjja,avispopeto,biya,biya,b i j a,None,,112,,,,bija(------),70,peto
EseEjja-avispopeto-2,,EseEjja,avispopeto,biya-peeyo,biya-peeyo,b i j a + p e e j o,None,,112,,,,bija(+peejo),70,clase de víbora
Huarayo-avispopeto-1,,Huarayo,avispopeto,bía,bía,b !í/i a,None,,112,,,,b!í/i-a(------),70,avispa
ProtoTakana-dulce-1,,ProtoTakana,dulce,bita,bita,b i t a,None,,113,,,,(----)bit(-)a(-----),71,dulce
Tacana-dulce-1,,Tacana,dulce,bita-da,bita-da,b i t a + d a,None,,113,,,,(----)bit(-)a(+da--),71,dulce
Tacana-dulce-2,,Tacana,dulce,bita-dena,bita-dena,b i t a + d e n a,None,,113,,,,(----)bit(-)a(+dena),71,endulcer
Sapibokona-dulce-1,,Sapibokona,dulce,vitame,vitame,β i t a m e,None,,113,,,,(----)βit(-)a(-me--),71,dolce
EseEjja-dulce-1,,EseEjja,dulce,bikia-,bikia-,b i k i a,None,,113,,,,(----)bik(i)a(-----),71,endulzer
EseEjja-dulce-2,,EseEjja,dulce,kea-bikia,kea-bikia,k e a + b i k i a,None,,113,,,,(kea+)bik(i)a(-----),71,dulce
ProtoTakana-piel-1,,ProtoTakana,piel,biti,biti,b i t i,None,,114,,,,(--)biti(-----),72,piel
Tacana-piel-1,,Tacana,piel,e-biti,e-biti,e + b i t i,None,,114,,,,(e+)biti(-----),72,"cuero,piel,cáscara,corteza"
Reyesano-piel-1,,Reyesano,piel,e-mbiti,e-mbiti,e + m.b i t i,None,,114,,,,(e+)m.biti(-----),72,skin
Maropa-piel-1,,Maropa,piel,embiti,embiti,e m.b i t i,None,Heath1883,114,,,,(e-)m.biti(-----),72,bark
Cavinena-piel-1,,Cavinena,piel,e-biti,e-biti,e + b i t i,None,,114,,,,(e+)biti(-----),72,"piel,cutis,cuero"
Cavinena-piel-2,,Cavinena,piel,biti-kemi-,biti-kemi-,b i t i + k e m i,None,,114,,,,(--)biti(+kemi),72,descascarar
ProtoTakana-meter-1,,ProtoTakana,meter,biu-,biu-,b i u,None,,115,,,,biu,73,meter
Tacana-meter-1,,Tacana,meter,biu-,biu-,b i u,None,,115,,,,biu,73,meter
Cavinena-meter-1,,Cavinena,meter,bio-,bio-,b i o,None,,115,,,,bio,73,meter
ProtoTakana-marimono-1,,ProtoTakana,marimono,biwa,biwa,b i w a,None,,116,,,,biwa,74,marimono
Tacana-marimono-1,,Tacana,marimono,biwa,biwa,b i w a,None,,116,,,,biwa,74,marimono
Reyesano-marimono-1,,Reyesano,marimono,biwa,biwa,b i w a,None,,116,,,,biwa,74,spider monkey
Cavinena-marimono-1,,Cavinena,marimono,biwa,biwa,b i w a,None,,116,,,,biwa,74,marimono
EseEjja-marimono-1,,EseEjja,marimono,biya,biya,b i j a,None,,116,,,,bija,74,marimono
Huarayo-marimono-1,,Huarayo,marimono,bía,bía,b !í/i a,-*w- here involved palitalization?,,116,,,,b!í/i-a,74,mono maquisapa
ProtoTakana-verguenza-1,,ProtoTakana,verguenza,bizu,bizu,b i z u,None,,117,,,,(----)bizu(----------),75,vergüenza
Tacana-verguenza-1,,Tacana,verguenza,bidhu,bidhu,b i ð u,None,,117,,,,(----)biðu(----------),75,vergüenza
Tacana-verguenza-2,,Tacana,verguenza,bidhu-mimi,bidhu-mimi,b i ð u + m i m i,None,,117,,,,(----)biðu(+mimi-----),75,mentira
Tacana-verguenza-3,,Tacana,verguenza,bidhu-mimi a-,bidhu-mimi_a-,b i ð u + m i m i + a,None,,117,,,,(----)biðu(+mimi+a---),75,mentir
Tacana-verguenza-4,,Tacana,verguenza,bidhu-mimi puhi,bidhu-mimi_puhi,b i ð u + m i m i + p u h i,None,,117,,,,(----)biðu(+mimi+puhi),75,mentiroso
Cavinena-verguenza-1,,Cavinena,verguenza,biso-,biso-,b i s o,None,,117,,,,(----)biso(----------),75,tener vergüenza
Cavinena-verguenza-2,,Cavinena,verguenza,biso-a-ki,biso-a-ki,b i s o + a + k i,None,,117,,,,(----)biso(+a+ki-----),75,avergonzado
EseEjja-verguenza-1,,EseEjja,verguenza,bea-bičo,bea-bičo,b e a + b i tʃ o,None,,117,,,,(bea+)bitʃo(----------),75,vergonzoso
Huarayo-verguenza-1,,Huarayo,verguenza,bičo-ani,bičo-ani,b i tʃ o + a n i,None,,117,,,,(----)bitʃo(+ani------),75,está enfadado
ProtoTakana-sucio-2,,ProtoTakana,sucio,bu-,bu-,b u,None,,121,,,,(----)bu(----),76,sucio
Tacana-sucio-5,,Tacana,sucio,bu-dhu,bu-dhu,b u + ð u,None,,121,,,,(----)bu(+-ðu),76,"suciedad,nubo"
Tacana-sucio-6,,Tacana,sucio,bu-dhu(h)i,bu-dhui,b u + ð u i,None,,121,,,,(----)bu(+-ðu-i--),76,"nublado,sucio"
Cavinena-sucio-8,,Cavinena,sucio,buhe,buhe,b u h e,None,Armentia1887,121,,,,(----)bu(he--),76,mancha
Cavinena-sucio-9,,Cavinena,sucio,buhehu,buhehu,b u h e h u,None,Armentia1887,121,,,,(----)bu(hehu----),76,manchar
Cavinena-sucio-10,,Cavinena,sucio,buheakima,buheakima,b u h j a k i m a,None,Armentia1887,121,,,,(----)bu(h-jakima),76,limpiada
Cavinena-sucio-11,,Cavinena,sucio,buhema,buhema,b u h e m a,None,Armentia1887,121,,,,(----)bu(hema----),76,"limpia,limpieza"
Cavinena-sucio-12,,Cavinena,sucio,buhemakwita,buhemakwita,b u h e m a kʷ i t a,None,Armentia1887,121,,,,(----)bu(hemakʷita),76,pureza
Cavinena-sucio-13,,Cavinena,sucio,buhemahu,buhemahu,b u h e m a h u,None,Armentia1887,121,,,,(----)bu(hemahu--),76,limpiar
EseEjja-sucio-1,,EseEjja,sucio,bo,bo,b o,None,,121,,,,(----)bo(----),76,nube
Huarayo-sucio-1,,Huarayo,sucio,bo,bo,b o,None,,121,,,,(----)bo(----),76,nube
ProtoTakana-basura-1,,ProtoTakana,basura,bubu,bubu,b u b u,None,,123,,,,(--)bubu(---),76,basura
Tacana-basura-1,,Tacana,basura,bubu,bubu,b u b u,None,,123,,,,(--)bubu(---),76,basura
Cavinena-basura-1,,Cavinena,basura,e-bobo-ki,e-bobo-ki,e + b o b o + k i,None,,123,,,,(e+)bobo(+ki),76,escoba
ProtoTakana-par-1,,ProtoTakana,par,buc̣e,buc̣e,b u ʈʂ e,None,,124,,,,(-------)buʈʂe(-----------),77,par
Tacana-par-1,,Tacana,par,e-buce-su,e-buce-su,e + b u ʈʂ e + s u,None,,124,,,,(-----e+)buʈʂe(+su--------),77,"delante de,al frente"
Tacana-par-2,,Tacana,par,e-buce,e-buce,e + b u ʈʂ e,None,,124,,,,(e+-----)buʈʂe(-----------),77,par
Tacana-par-3,,Tacana,par,buce-mawe,buce-mawe,b u ʈʂ e + m a β e,None,,124,,,,(-------)buʈʂe(+ma------βe),77,sin par
Tacana-par-4,,Tacana,par,buce-pi,buce-pi,b u ʈʂ e + p i,None,,124,,,,(-------)buʈʂe(+pi--------),77,recto
Tacana-par-5,,Tacana,par,ha-buce-ti,ha-buce-ti,h a + b u ʈʂ e + t i,None,Armentia1887,124,,,,(ha+----)buʈʂe(+ti--------),77,paralelo
Tacana-par-6,,Tacana,par,ene-buce-pi,ene-buce-pi,e n e + b u ʈʂ e + p i,None,,124,,,,(--ene+-)buʈʂe(+pi--------),77,"correcto,la verdad"
Tacana-par-7,,Tacana,par,ta-buce,ta-buce,t a + b u ʈʂ e,None,,124,,,,(ta+----)buʈʂe(-----------),77,canilla
Cavinena-par-1,,Cavinena,par,e-boce-kini,e-boce-kini,e + b o ts e + k i n i,None,,1108,,,,(-----e+)botse(+--kini----),77,cara
Cavinena-par-2,,Cavinena,par,boce-šo,boce-šo,b o ts e + ʃ o,None,,1109,,,,(-------)botse(+ʃo--------),77,"recién,primera vez"
Cavinena-par-3,,Cavinena,par,boča,boča,b o tʃ a,None,,1110,,,,(-------)botʃa(-----------),77,"así como,parece"
Cavinena-par-4,,Cavinena,par,buce-pikinipupu,buce-pikinipupu,b u ts e + p i k i n i p u p u,None,Armentia1887,124,,,,(-------)butse(+pikinipupu),77,carilucio
Cavinena-par-5,,Cavinena,par,buce-pikiniceve,buce-pikiniceve,b u ts e + p i k i n i ts e β e,None,Armentia1887,124,,,,(-------)butse(+pikinitseβe),77,carinegro
EseEjja-par-1,,EseEjja,par,e-bos{i/e},e-bosI,e + b o s !I/i,None,,124,,,,(e+-----)bos!I/i(-----------),77,cara
ProtoTakana-cara-1,,ProtoTakana,cara,bu...,bu...,b u,None,,122,,,,(--)bu(-----------),77,cara
Tacana-cara-1,,Tacana,cara,e-bu,e-bu,e + b u,None,,122,,,,(e+)bu(-----------),77,cara
Tacana-cara-2,,Tacana,cara,bu-beta,bu-beta,b u + b e t a,None,,122,,,,(--)bu(+beta------),77,falso
Tacana-cara-3,,Tacana,cara,bu-beta-na-su,bu-beta-na-su,b u + b e t a + n a + s u,None,,122,,,,(--)bu(+beta+na+su),77,ambos lados
Tacana-cara-4,,Tacana,cara,bu-ʔiya-da,bu-ʔiya-da,b u + ʔ i j a + d a,None,,122,,,,(--)bu(+ʔija+da---),77,"serio,cara brava"
Tacana-cara-5,,Tacana,cara,e-bu-awa,e-bu-awa,e + b u + a w a,None,,122,,,,(e+)bu(--+-aw-a---),77,sien
Tacana-cara-6,,Tacana,cara,e-bu-awa-su,e-bu-awa-su,e + b u + a w a + s u,None,,122,,,,(e+)bu(+aw-a+su---),77,a un lado
Tacana-cara-7,,Tacana,cara,bu-pene,bu-pene,b u + p e n e,None,,122,,,,(--)bu(+pe---ne---),77,"un lado,otro lado"
Tacana-cara-8,,Tacana,cara,bu-ke-,bu-ke-,b u + k e,None,,122,,,,(--)bu(+ke--------),77,acompañar
Tacana-cara-9,,Tacana,cara,e-bu-ke-hi,e-bu-ke-hi,e + b u + k e + h i,None,,122,,,,(e+)bu(--+ke+hi---),77,compañero
Tacana-cara-10,,Tacana,cara,bu-pe padha,bu-pe_padha,b u + p e + p a ð a,None,,122,,,,(--)bu(+pe--+pað-a),77,tuerto
Maropa-cara-1,,Maropa,cara,embu,embu,e m.b u,None,Heath1883,122,,,,(e-)m.bu(-----------),77,face
Sapibokona-cara-1,,Sapibokona,cara,ebbù,ebbù,e b b u,None,,122,,,,(eb)bu(-----------),77,faccia
Mabenaro-cara-1,,Mabenaro,cara,iboathuna,iboathuna,i b o a t h u n a,None,,122,,,,(i-)bo(-athuna----),77,eyebrow
EseEjja-cara-1,,EseEjja,cara,boʔba,boʔba,b o ʔ b a,cognate?,,122,,,,(--)bo(ʔba--------),77,pluma
ProtoTakana-abajo-1,,ProtoTakana,abajo,bu-,bu-,b u,None,,121,,,,(----)bu(----),78,abajo
Tacana-abajo-1,,Tacana,abajo,ena-bu-e,ena-bu-e,e n a + b u + e,None,,121,,,,(ena+)bu(+e--),78,"pozo en el río,remanso"
Cavinena-abajo-1,,Cavinena,abajo,kwa-bo-,kwa-bo-,kʷ a + b o,go+down,,121,,,,(kʷa+-)bo(----),78,tropezar
ProtoTakana-bajar-1,,ProtoTakana,bajar,bute,bute,b u t e,None,,130,,,,(-----)bute(----),78,bajar
Tacana-bajar-1,,Tacana,bajar,e-bute-hi,e-bute-hi,e + b u t e + h i,None,,130,,,,(e+---)bute(+hi-),78,"bajada,puerto"
Tacana-bajar-2,,Tacana,bajar,bute,bute,b u t e,None,Armentia1887,130,,,,(-----)bute(----),78,bajar
Tacana-bajar-3,,Tacana,bajar,bute-ni,bute-ni,b u t e + n i,None,Armentia1887,130,,,,(-----)bute(+n-i),78,bajar
Tacana-bajar-4,,Tacana,bajar,ha-bute-ke,ha-bute-ke,h a + b u t e + k e,None,Armentia1887,130,,,,(ha+--)bute(+ke-),78,"inclínate,encúrbate"
Maropa-bajar-1,,Maropa,bajar,animabotia,animabotia,a n i m a b o t i a,None,Heath1883,130,,,,(anima)boti(-a--),78,sit down
Guariza-bajar-1,,Guariza,bajar,anibuteni,anibuteni,a n i b u t e n i,None,,130,,,,(ani--)bute(ni--),78,sits
Cavinena-bajar-1,,Cavinena,bajar,e-bote,e-bote,e + b o t e,None,,130,,,,(e+---)bote(----),78,puerto
Cavinena-bajar-2,,Cavinena,bajar,bote-,bote-,b o t e,None,,130,,,,(-----)bote(----),78,bajar
Cavinena-bajar-3,,Cavinena,bajar,botya-,botya-,b o t j a,None,,1150,,,,(-----)botj(--a-),78,bajar
Cavinena-bajar-4,,Cavinena,bajar,ani-bote-,ani-bote-,a n i + b o t e,None,,130,,,,(ani+-)bote(----),78,"sentar,aterrizar"
ProtoTakana-sobrinoa-1,,ProtoTakana,sobrinoa,bu,bu,b u,None,,119,,,,(--)bu(---),79,sobrino/a
Tacana-sobrinoa-1,,Tacana,sobrinoa,bu-i,bu-i,b u + i,None,,119,,,,(--)bu(+-i),79,sobrino/a (hijo/a de hermano de madre)
Cavinena-sobrinoa-1,,Cavinena,sobrinoa,e-bo-ke,e-bo-ke,e + b o + k e,None,,119,,,,(e+)bo(+ke),79,sobrina
EseEjja-sobrinoa-1,,EseEjja,sobrinoa,bo-e,bo-e,b o + e,None,,119,,,,(--)bo(+-e),79,sobrino
ProtoTakana-melero-1,,ProtoTakana,melero,buka,buka,b u k a,None,,125,,,,buka,80,melero
Tacana-melero-1,,Tacana,melero,buha,buha,b u h a,None,,125,,,,buha,80,melero (animal)
Cavinena-melero-1,,Cavinena,melero,boka,boka,b o k a,None,,125,,,,boka,80,melero
ProtoTakana-tucandera-1,,ProtoTakana,tucandera,buna,buna,b u n a,None,,126,,,,buna,81,tucandera
Tacana-tucandera-1,,Tacana,tucandera,buna,buna,b u n a,None,,126,,,,buna,81,tucandera (hormiga grande qui pica fuerte)
Cavinena-tucandera-1,,Cavinena,tucandera,bona,bona,b o n a,None,,126,,,,bona,81,tucandera
ProtoTakana-perdiz-1,,ProtoTakana,perdiz,buni,buni,b u n i,None,,127,,,,buni(---),82,perdiz
Tacana-perdiz-1,,Tacana,perdiz,buni,buni,b u n i,None,,127,,,,buni(---),82,perdiz del monte
Tacana-perdiz-2,,Tacana,perdiz,buni-pa,buni-pa,b u n i + p a,None,,127,,,,buni(+pa),82,perdiz azul (grande)
Maropa-perdiz-1,,Maropa,perdiz,búni,búni,b !ú/u n i,None,Heath1883,127,,,,b!ú/uni(---),82,bird
Sapibokona-perdiz-1,,Sapibokona,perdiz,buni,buni,b u n i,None,,127,,,,buni(---),82,uccello
Cavinena-perdiz-1,,Cavinena,perdiz,boñari,boñari,b o ɲ a r i,None,,1155,,,,boɲa(-ri),82,perdiz grande
Cavinena-perdiz-2,,Cavinena,perdiz,buni,buni,b u n i,None,Armentia1887,127,,,,buni(---),82,perdiz
ProtoTakana-guayabaarbol-1,,ProtoTakana,guayabaarbol,burewe,burewe,b u r e w e,None,,128,,,,burewe,83,guayaba (árbol)
Tacana-guayabaarbol-1,,Tacana,guayabaarbol,bure,bure,b u r e,None,,128,,,,bure--,83,guayaba (árbol)
Cavinena-guayabaarbol-1,,Cavinena,guayabaarbol,borewe,borewe,b o r e β e,None,,128,,,,boreβe,83,perotó (árbol)
ProtoTakana-risueno-1,,ProtoTakana,risueno,buři,buři,b u ɽ i,None,,131,,,,buɽi(----------),84,risueño
Tacana-risueno-1,,Tacana,risueno,buri-da,buri-da,b u r i + d a,None,,131,,,,buri(+--da-----),84,risueño
Tacana-risueno-2,,Tacana,risueno,buri-buri,buri-buri,b u r i + b u r i,None,,131,,,,buri(+buri-----),84,bien risueño
Tacana-risueno-3,,Tacana,risueno,buri-buri čidi,buri-buri_čidi,b u r i + b u r i + tʃ i d i,None,,131,,,,buri(+buri+tʃidi),84,bien risueño
Cavinena-risueno-1,,Cavinena,risueno,bori-,bori-,b o r i,None,,1157,,,,bori(----------),84,"partir,reventar"
Cavinena-risueno-2,,Cavinena,risueno,buri-buri,buri-buri,b u r i + b u r i,None,Armentia1887,131,,,,buri(+buri-----),84,"gozo,gozoso"
Cavinena-risueno-3,,Cavinena,risueno,buri-buri-hu,buri-buri-hu,b u r i + b u r i + h u,None,Armentia1887,131,,,,buri(+buri+hu--),84,gozar
Cavinena-risueno-4,,Cavinena,risueno,buri-ri,buri-ri,b u r i + r i,None,Armentia1887,131,,,,buri(+--ri-----),84,"ansia,ansiar"
ProtoTakana-ranasapo-1,,ProtoTakana,ranasapo,buřuřu,buřuřu,b u ɽ u ɽ u,None,,132,,,,buɽuɽu(-----),85,"rana,sapo"
