GLOSS	PROTO_ID	PROTO_CONCEPT
meter	140	*entrar,centro
entre medio	140	*adentro,en
empuñar	140	*adentro,en
entre	140	*adentro,en
adentro de entre,en el centro	140	*adentro,en
of thy womb	140	*adentro,en
adentro del agua	140	*adentro,en
interno	140	*adentro,en
en la casa	140	*adentro,en
espíritu	140	*adentro,en
costillas	140	*adentro,en
seso	140	*adentro,en
llenar	140	*adentro,en
tapar (encima)	140	*envolver
cosa (como trapo) para envolver	140	*envolver
retobo	140	*envolver
envolver,liar	140	*envolver
liar para asar	140	*envolver
paquete	140	*envolver
acomodar	140	*envolver
serpentear	141	*cascabel
revés	141	*cascabel
yema	142	*racimo
cocinar,preparar,espesar	142	*racimo
caldo,comido	142	*racimo
turbio,espeso	142	*racimo
ralo	142	*racimo
coagular	142	*racimo
piedra de brujo,poder de brujería	143	*brujo,dios
dio	143	*brujo,dios
dios	143	*brujo,dios
brujo,curandero	143	*brujo,dios
moler	144	*moler,tocar
piedra de moler	144	*moler,tocar
tocar,sonar (instrumento)	144	*moler,tocar
música,puntear	144	*moler,tocar
horcón,poste	144	*moler,tocar
venado,huasa	145	*venado
venado de pajonal	145	*venado
hormiga colorada larga, muy venenosa	145	*venado
deer	145	*venado
venado,huaso del monte	145	*venado
león leopardo	145	*venado
ciervo	145	*venado
león	145	*venado
venado,ciervo	145	*venado
venado rojo	145	*venado
venado blanco	145	*venado
venado negro	145	*venado
hormiga hedionda	146	*excremento
hormiga escarabajo	146	*excremento
panza,barriga grande	146	*excremento
excremento,excretar,mierda,coagada,cagar	146	*excremento
cagadero	146	*excremento
extreñir	146	*excremento
intestino	146	*excremento
traer	147	*llevar
aparecer	147	*llevar
mono lucashi	148	*mono manechi
howler monkey	148	*mono manechi
manechi (mono aullador)	148	*mono manechi
mono lucashi,mono león	148	*mono manechi
erereú (abeja)	148	*mono manechi
manechi	148	*mono manechi
mono coto	148	*mono manechi
yes	150	*sí
esta	150	*sí
sí está bien	150	*sí
de veras,cierto	150	*sí
I (intr.)	151	*1P
I (tr.)	151	*1P
yo solo	151	*1P
conmigo	151	*1P
I	151	*1P
yo solo,yo mismo	151	*1P
hacía mí	151	*1P
nosotros dos	151	*1P
yo	151	*1P
jaguar	152	*tigre
tigre (jaguar)	152	*tigre
tigrecillo	152	*tigre
clase de víbora	152	*tigre
garduña	152	*tigre
tigre pintado	152	*tigre
tigre rojo	152	*tigre
curar	154	*remedio
aguantar	154	*remedio
sufrir	154	*remedio
sufrible	154	*remedio
exasperar	154	*remedio
compunción	154	*remedio
espina	155	*puerco espín
limar	155	*puerco espín
erizar	155	*puerco espín
sacar (cuero o cáscara)	155	*puerco espín
rasparse	155	*puerco espín
afilar	155	*puerco espín
scratch oneself	155	*puerco espín
escuchar,oír	156	*oreja
sordo	156	*oreja
bulla	156	*oreja
ear	156	*oreja
oído	156	*oreja
ensordecer	156	*oreja
conejo	156	*oreja
orejas,oído	156	*oreja
oír	156	*oreja
to hear	156	*oreja
abracer	157	*cariño
criatura de pechos	157	*cariño
caricia,cariño	157	*cariño
cariñoso	157	*cariño
encariñar	157	*cariño
diablo	158	*diablo,zorro
demonio	158	*diablo,zorro
infierno	158	*diablo,zorro
máscara	158	*diablo,zorro
condenar	158	*diablo,zorro
zorro	158	*diablo,zorro
adulterar	158	*diablo,zorro
adivinar	158	*diablo,zorro
pensar	158	*diablo,zorro
vivo,sano,remedio	159	*vivo
vivió,por,resucitó	159	*vivo
resucitar	159	*vivo
salvar,escapar	159	*vivo
está despierto	159	*vivo
los bichos,los vivos	159	*vivo
living	159	*vivo
the living (as opossed to the dead)	159	*vivo
botado	159	*vivo
botar,echar	159	*vivo
crudo,pando	159	*vivo
crudo,vivo despierto	159	*vivo
resolana	160	*sol
oriente	160	*sol
poniente	160	*sol
asolear	160	*sol
buen tiempo,escampar	160	*sol
sun	160	*sol
sole	160	*sol
oeste,poniente	160	*sol
eclipse del sol	160	*sol
donde sale el sol	160	*sol
año	160	*sol
reloj	160	*sol
chicha	161	*tomar,beber
tomar	161	*tomar,beber
vasija para tomar	161	*tomar,beber
tomador,borrachón	161	*tomar,beber
dar de beber	161	*tomar,beber
probar (cosa líquida)	161	*tomar,beber
quiero beber,tengo sed	161	*tomar,beber
corn drink	161	*tomar,beber
drink	161	*tomar,beber
to drink	161	*tomar,beber
bebida	161	*tomar,beber
tiene sed,sin tomar	161	*tomar,beber
oloroso,olor agradable	161	*tomar,beber
tomar,chupar	161	*tomar,beber
tomar,chupar,beber	161	*tomar,beber
bebedor	161	*tomar,beber
bebible	161	*tomar,beber
ant	163	*hormiga
hormiguero	163	*hormiga
hormiga negra	163	*hormiga
bebedor	164	*consumir
cimer,morder,picar	164	*consumir
crujer	164	*consumir
fumar	164	*consumir
tragar	164	*consumir
cepillar	164	*consumir
comilón	164	*consumir
aserrar	164	*consumir
comida	164	*consumir
hoja,pluma	165	*hoja,pelo,pluma
chamuscar	165	*hoja,pelo,pluma
desplumar	165	*hoja,pelo,pluma
yerba de semilla como la de mostaza	165	*hoja,pelo,pluma
trasquilar,cortar el pelo	165	*hoja,pelo,pluma
feathers	165	*hoja,pelo,pluma
cola	165	*hoja,pelo,pluma
largar	165	*hoja,pelo,pluma
descolar	165	*hoja,pelo,pluma
pelo,vellos	165	*hoja,pelo,pluma
doblar (las hojas)	165	*hoja,pelo,pluma
calvo	165	*hoja,pelo,pluma
perro	165	*hoja,pelo,pluma
hoja	165	*hoja,pelo,pluma
hoja de árbol	165	*hoja,pelo,pluma
hoja de palmiche	165	*hoja,pelo,pluma
hoja de llarina	165	*hoja,pelo,pluma
hacer agarrar	166	*agarrar
cuidado	166	*agarrar
agarrado	166	*agarrar
coger,salvar,sostener,agarrar	166	*agarrar
recibir,aceptar	166	*agarrar
asa	166	*agarrar
completar,finalizar	166	*agarrar
agarrar,recibir	166	*agarrar
apretar	166	*agarrar
encender (la lanterna)	166	*agarrar
estrujar	166	*agarrar
arrugar	166	*agarrar
soltar	166	*agarrar
atajar	166	*agarrar
exprimir	166	*agarrar
recibir	166	*agarrar
empujar	166	*agarrar
japutamu (insecto)	167	*japutamu
collar tejido con chaquiras	168	*collar
collar,chaquira,abalorio	168	*collar
urupé (cedazo hecha de palma)	169	*urupé (cedazo)
venta	170	*vender
volver a vender	170	*vender
mujer desenvuelta, que se vende	170	*vender
granoso	171	*desgranar
tail	172	*cola
perro	172	*cola
hedionda,podrido	174	*pudrirse
olor mal,hediondez	174	*pudrirse
stench	174	*pudrirse
podrido	174	*pudrirse
hediondo	174	*pudrirse
no es hediondo	174	*pudrirse
heder	174	*pudrirse
no se pudre	174	*pudrirse
sacar afuera	175	*dejar,poner
apartar	175	*dejar,poner
meter adentro	175	*dejar,poner
guardar	175	*dejar,poner
dejar	175	*dejar,poner
poner,dejar,servir	175	*dejar,poner
ponerse	175	*dejar,poner
bájalo,apéalo	175	*dejar,poner
nuevo	176	*nuevo,ahora
renovar	176	*nuevo,ahora
ahora,nuevo	176	*nuevo,ahora
hoy día	176	*nuevo,ahora
ahorita	176	*nuevo,ahora
desde hoy	176	*nuevo,ahora
no es nuevo	176	*nuevo,ahora
pegar,dar guasco	177	*pegar
matar (pegando)	177	*pegar
ha de pegar,golpear ó azotear	177	*pegar
pelear	177	*pegar
pelea	177	*pegar
camenazar	177	*pegar
compaderse,perdonar	177	*pegar
impedir,pobre,pena,trabajo,miseria	177	*pegar
forgive	177	*pegar
matar	177	*pegar
matador	177	*pegar
cuñado (marido de hermana, hombres dicen)	178	*cuñado
soltero	178	*cuñado
viudo	178	*cuñado
hermana menor (entre mujeres)	178	*hermana menor
cuñado (marido de hermana menor)	178	*hermana menor
younger sister	178	*hermana menor
hermana	178	*hermana menor
cuñada	178	*hermana menor
hermano menor (entre hermanos)	178	*hermano menor
cuñada (esposa de hermano menor)	178	*hermano menor
hermano	178	*hermano menor
barbasco	183	*barbasco
jaw	184	*mandíbula
chin	184	*mandíbula
raspar (con cualq. instrumento filo)	185	*raspar
arañar	185	*raspar
raspador,rallador	185	*raspar
arañado	185	*raspar
raspar (con la uña)	185	*raspar
frotar	185	*raspar
filo	185	*raspar
rasguñar,arañar	185	*raspar
abrir (el libro)	186	*abrir
tareche (loro)	187	*tareche
loro	187	*tareche
derivative suffix with reference to body parts	198	*derivative suffix with reference to body parts
poner huevo	199	*huevo
yemo de huevo	199	*huevo
clara de huevo	199	*huevo
testes	199	*huevo
egg	199	*huevo
huevo de peto	199	*huevo
camote	200	*planta de plátano
patujú (planta con hoja como de plátano)	200	*planta de plátano
platanillo	200	*planta de plátano
achachairú (fruta)	200	*planta de plátano
papa redondo	200	*planta de plátano
cogollo de palmeras	200	*planta de plátano
plátano	200	*planta de plátano
planta del plátano	200	*planta de plátano
fruta,semilla	200	*fruta
planta que tiene papas	200	*fruta
fruit,seed	200	*fruta
semilla,fruta,pepita	200	*fruta
frutar,dar fruta	200	*fruta
chonta (palmera)	200	*fruta
horcón de chonta	200	*fruta
fruta del motacú	200	*fruta
coquino	200	*fruta
árbol para hacer limón, limón (de carretín)	200	*chaquillo (árbol)
piñón (árbol)	200	*maní
pitón (planta)	200	*maní
zumaqui (árbol)	200	*zumaqui (árbol)
sumuqué (palmera)	200	*zumaqui (árbol)
costillo de casa (donde amarran las hojas)	201	*costillo de casa
los dos, costilla (de casa)	201	*costillo de casa
castigar,azotar,chicotear,dar guasca	201	*costillo de casa
azote	201	*costillo de casa
palos para una casa	201	*costillo de casa
moler (la caña)	201	*costillo de casa
moler	201	*costillo de casa
azotarse	201	*costillo de casa
costillares (palos)	201	*costillo de casa
roll up	202	*roll up
rollado	202	*roll up
techo	203	*techo
techo,cabellete	203	*techo
encima	203	*techo
nada más,ya bastante	204	*nada más
último	204	*nada más
así,no más	204	*nada más
por eso	204	*nada más
así	204	*nada más
agitarse,sofocarse	205	*descansar
agitado	205	*descansar
descansar,reposar	205	*descansar
palpitar,aspirar	205	*descansar
aire,vapor,cansado,hálito,regüeldo	205	*descansar
agitación,boquear,jadear,respiración,vida,vivir,vivo	205	*descansar
infatigable	205	*descansar
fatiga,fatigar	205	*descansar
pulso	205	*descansar
mentira,falso	205	*descansar
cocinar	206	*comida
garganta	207	*pozo
narices	207	*pozo
pozo,hueco,agujero,cueva,pauroi	207	*pozo
agujerear	207	*pozo
empozar	207	*pozo
manga	207	*pozo
oído	207	*pozo
cueva,nido	207	*pozo
noria	207	*pozo
pozo en la tierra	207	*pozo
pozo en el agua	207	*pozo
paraba (loro)	208	*paraba
paraba (guacamayo)	208	*paraba
tarechi (loro)	208	*paraba
paraba (ave)	208	*paraba
paraba (colorado)	208	*paraba
parrot	208	*paraba
nominalizing suffix \lo que _\	209	*agent nominalizer suffix
obedecer	210	*creer
creencia,credulidad	210	*creer
intriga,fementido,incredulidad	210	*creer
será	211	*hoy día,ahora
ahora mismo	211	*hoy día,ahora
today	211	*hoy día,ahora
this day	211	*hoy día,ahora
ahora	211	*hoy día,ahora
to cry	212	*gritar
gritar,aullar,cantar el gallo	212	*gritar
primer canto del gallo	212	*gritar
gritón	212	*gritar
graznar	212	*gritar
sacar	213	*sacar,comprar
casarse	213	*sacar,comprar
recibir	213	*sacar,comprar
alzar	213	*sacar,comprar
sacar (agua)	213	*sacar,comprar
comprar,sacar	213	*sacar,comprar
casrse,comprar	213	*sacar,comprar
descascarar	213	*sacar,comprar
squash	214	*zapayo,joco
joco,calabaza	214	*zapayo,joco
joco	214	*zapayo,joco
haz,jase	215	*haz
haz,agavillar,fajina,gavilla,manojo	215	*haz
frente	216	*traer
estirar (el arco)	216	*traer
tener hijo	216	*traer
pescar	216	*traer
alzar	216	*traer
jalar	216	*traer
apretar	216	*traer
monte,selva	218	*monte
diablo (animal)	218	*monte
pachiuba	219	*pachiuba (palmera)
tío por madre (hermano de madre)	220	*tío
tía (esposa de tío)	220	*tío
esposa del tío	220	*tío
hermana mayor	220	*tío
campanillo	221	*campanillo (wild turkey)
vivienda,lugar	222	*pueblo
town,village	222	*pueblo
regaliz,raíz dulce	223	*bejuco
yerba de bejuco	223	*bejuco
bejucal	223	*bejuco
corona de espina	223	*bejuco
fruta de bejuco del monte	223	*bejuco
camote	223	*bejuco
bejuco,ombligo	223	*bejuco
soga	223	*bejuco
surubí (pez)	223	*bejuco
arroyo	223	*bejuco
víbora loro	224	*loro
jaguar	225	*tigrecillo
tejón	225	*tigrecillo
canoso,motacú bien maduro	226	*canoso
cano,canoso	226	*canoso
podrido	226	*canoso
nuca	226	*canoso
encanecer	226	*canoso
bien maduro	226	*canoso
masrcar	226	*canoso
acullicar,coquar (mascar coca)	226	*canoso
volar	227	*ir
me voy	227	*ir
se están yendo	227	*ir
tropezar	227	*ir
vamos	227	*ir
salir,nacer	227	*ir
poner huevo	227	*ir
de paseo	227	*ir
run	227	*ir
madrastra,madrina,patrona	228	*madre
tía por madre (hermana de madre)	228	*madre
my mother	228	*madre
mother	228	*madre
mamá	228	*madre
tía	228	*madre
madrastra	228	*madre
tibio,medio caliente	229	*caliente
calientar	229	*caliente
claro,transparente,brilloso	229	*claro
chiaro	229	*claro
hervir,freir	229	*freir
chicharrón,freir	229	*freir
frito	229	*freir
fuego,tizón,brasa	229	*leña
abeja leña (su picada es como fuego)	229	*leña
haz arder el fuego	229	*leña
fogata	229	*leña
atiza el fuego	229	*leña
enciende el fuego	229	*leña
en el fuego	229	*leña
firewood	229	*leña
fire	229	*leña
fuoco	229	*leña
fuego	229	*leña
wood	229	*leña
fuego,leña	229	*leña
brasas	229	*leña
ceniza	229	*leña
venteador	229	*leña
fuego,tizón,leña	229	*leña
kindling wood	229	*leña
bois (chonta) de la flèche	229	*leña
chamuscar	229	*asar
quemarse	229	*asar
asado (en chapapa)	229	*asar
asar,asar en brasas	229	*asar
pechuga	230	*pecho
cedro	231	*canoa
canoe	231	*canoa
chalupa	231	*canoa
bostezar	232	*boca
besar	232	*boca
ordenar,mandar	232	*boca
achacar,imputar	232	*boca
un bocado,un trago,una palabra,una boca	232	*boca
tapar (cántaro ó botella)	232	*boca
mouth	232	*boca
bocca	232	*boca
labbro	232	*boca
boca,ribera	232	*boca
labio	232	*boca
dicho,cuento	232	*boca
corregir	232	*boca
orillar	232	*boca
embozar	232	*boca
labios	232	*boca
crecer la barba	232	*boca
picaflor (ave),colibrí	233	*picaflor
hummingbird	233	*picaflor
gavetillo (árbol)	233	*picaflor
clase de picaflor	233	*picaflor
jefe,señor	235	*jefe,juez
juez	235	*jefe,juez
fruta de cacao	236	*chocolate
árbol de cacao	236	*chocolate
chocolatillo (árbol)	236	*chocolate
chocolatal	236	*chocolate
cacao	236	*chocolate
rama de yuca	237	*yuca
chivé	237	*yuca
yucal	237	*yuca
Mandioca	237	*yuca
almidón de yuca	237	*yuca
espiar,asomarse	238	*asomar
averiguar,exploración	238	*asomar
inaveriguable	238	*asomar
convidar	238	*asomar
filoso	239	*afilado
muto (sin filo)	239	*afilado
hacer punta	239	*afilado
delgado (como papel o tela)	239	*delgado
possessive prefix	241	*possessive affix
londra,lobo	242	*nutria
otter	242	*nutria
lobo (nutria)	242	*nutria
barba,bigote	243	*barba
saliva	243	*barba
labio,orilla	243	*barba
bigote	243	*barba
escupar	243	*barba
beard	243	*barba
berad	243	*barba
mentón	243	*barba
la barba	243	*barba
salivar	243	*barba
cara	243	*barba
barba	243	*barba
escoba	243	*barba
pelo de la barba	243	*barba
conversar,charlar	243	*avisar
avisar,hacer señas	243	*avisar
decir,avisar,predicar,invitar,contar,señalar	243	*avisar
barranco,costado	243	*barranco
barranco de tierra	243	*barranco
primero,adelante,antes	244	*primero
tumbar,hachear	245	*tumbar
pegar,castigar	245	*tumbar
Río Beni,río	246	*río
pintado,mezclado,pinta como la del taitetú	247	*pintado
rayado,pintado	247	*pintado
hacer viento	248	*viento
ventarrón	248	*viento
correntoso	248	*viento
que huele a pesado,quiabó	249	*quiabó
queabó (mal odor)	249	*quiabó
con espinas,espinudo	250	*espinas
arista	250	*espinas
aguja	250	*espinas
espiga	250	*espinas
punta	250	*espinas
pene,miembro del hombre	251	*pene
regar	251	*pene
gonorrea	251	*pene
espurriar	251	*pene
glándula	251	*pene
gotear	251	*pene
cuidante,para cuidar	252	*cuidar
mujer que ayuda a los curanderos	252	*cuidar
cuidante	252	*cuidar
limpiar	252	*cuidar
limpiador	252	*cuidar
llegar	253	*salir,llegar
partera	253	*salir,llegar
from which sprang	253	*salir,llegar
salir,llegar,parir	253	*salir,llegar
donde sale el sol	253	*salir,llegar
sacar (agua)	253	*salir,llegar
nacer	253	*salir,llegar
nacido,paride	253	*salir,llegar
entero	254	*cuerpo
verdad	254	*cuerpo
corpo	254	*cuerpo
hombre,gente,santo,cuerpo	254	*cuerpo
cuerudo,no siente nada	254	*cuerpo
cosquilloso	254	*cuerpo
homicida	254	*cuerpo
abajo,debajo	255	*abajo
por abajo	255	*abajo
giù	255	*abajo
morir	255	*abajo
la muerte	255	*abajo
muerrto	255	*abajo
tumba	255	*abajo
muerto,finado,difunto	255	*abajo
esqueleto	255	*abajo
viuda	255	*abajo
mortal	255	*abajo
hospital	255	*abajo
panteón	255	*abajo
sano,salud	255	*abajo
sofocar	255	*abajo
enfermo	255	*abajo
he allí	255	*abajo
ahí,está	255	*abajo
abajo (dirección en que corre los ríos)	255	*abajo
este (al lado de abajo)	255	*abajo
hacia abajo	255	*abajo
para abajo	255	*abajo
bajo vientre	256	*vientre
preñada	256	*vientre
corazón,estómago	256	*vientre
concebir,quedar embarazada la mujer	256	*vientre
grueso (en derredor, como hilo)	256	*vientre
grueso (en derredor como hilo, bejuco)	256	*vientre
heart	256	*vientre
cuore	256	*vientre
corazón	256	*vientre
estómago	256	*vientre
cintura	256	*vientre
panza	256	*vientre
achiote,urucú	258	*achiote
víbora coral	258	*achiote
clase de víbora de color rojo	258	*achiote
castigo de Dios,cualquier sufrimiento	259	*castigar
castigo,penitencia	259	*castigar
bravo	259	*castigar
ponerse bravo	259	*castigar
martin pescador	261	*martin pescador (ave)
bolacha,plancha,resina de goma	262	*resina
va a traer goma	262	*resina
resina de paquió	262	*resina
gomosidad	262	*resina
leche,resina	262	*resina
resina de solimán	262	*resina
goma	262	*resina
bibosi	263	*bibosi (árbol)
nido maduro del turiro de tierra	264	*cascajo
cascajo,piedra de moler,cachuela,macanique,ripio	264	*cascajo
guerra	265	*guerra,enemigo
bárbaro	265	*guerra,enemigo
plátano chama	265	*guerra,enemigo
enemigo	265	*guerra,enemigo
adversario,guerrear,guerra	265	*guerra,enemigo
guerreador	265	*guerra,enemigo
en la orilla del río	266	*orilla,banda
banda	266	*orilla,banda
aquella banda	266	*orilla,banda
por/in aquella banda	266	*orilla,banda
piranha	267	*palometa (pez)
palometa	267	*palometa (pez)
saya, palma de cuyo fruto se saca un aceite muy bueno	268	*saya,majo
pitauá (palmera)	268	*saya,majo
majo (palmera)	268	*saya,majo
majosal,majutú	268	*saya,majo
majillo	268	*majillo (palmera)
un árbol harinoso	271	*árbol de siringa
matar	272	*morir
solimán (árbol venenoso)	272	*morir
cadáver	272	*morir
muerto	272	*morir
ha de morir	272	*morir
inmortal,que no sabe morir	272	*morir
el que ayuda a matar	272	*morir
kill	272	*morir
the dead (pl)	272	*morir
marchita,seco	272	*morir
enfermarse,cansarse	272	*morir
enfermo,cansado	272	*morir
embrujar	272	*morir
el enfermo	272	*morir
el muerte	272	*morir
viuda	272	*morir
dead	272	*morir
baby sitter	273	*llevar,cargar,abrazar
llevar,cargar	273	*llevar,cargar,abrazar
alzador	273	*llevar,cargar,abrazar
abrazar	273	*llevar,cargar,abrazar
mutún (ave),paujil	274	*paujil
mal agüero	274	*paujil
poweel	274	*paujil
garza morena	274	*paujil
sicurí (boa),mal agüero	274	*paujil
chima (árbol)	275	*chonta
chima	275	*chonta
chima (fruta)	275	*chonta
bruja	276	*bruja,hechicero
embrujar,maleficio	276	*bruja,hechicero
matador,el que mata	276	*bruja,hechicero
hechicero	276	*bruja,hechicero
veneno	276	*bruja,hechicero
envenenar	276	*bruja,hechicero
hilo de algodón	277	*caitu (hilo hecho en casa)
fil	277	*caitu (hilo hecho en casa)
ligature de la flèche	277	*caitu (hilo hecho en casa)
cerro,frente	278	*cerro
punta de cerro	278	*cerro
cientopiés	278	*cerro
lorito cuarito (frente amarillo)	278	*cerro
cumbre,punta	278	*cerro
forehead	278	*cerro
hill	278	*cerro
fronte	278	*cerro
serranía,montaña	278	*cerro
punta,cima	278	*cerro
casca	278	*cerro
lagarto	279	*lagarto,caiman
caiman	279	*lagarto,caiman
tachacá (pez)	279	*lagarto,caiman
harto,mucho,malo	280	*mucho,malo,difícil
lengua mala	280	*mucho,malo,difícil
malo	280	*mucho,malo,difícil
feo	280	*mucho,malo,difícil
despreciar,murmurar	280	*mucho,malo,difícil
iniquidad	280	*mucho,malo,difícil
bad	280	*mucho,malo,difícil
mal	280	*mucho,malo,difícil
difícil,costoso,penoso	280	*mucho,malo,difícil
breve	280	*mucho,malo,difícil
greda,barro colorado	281	*greda,barro colorado,piedra
barrero salitral	281	*greda,barro colorado,piedra
piedra	281	*greda,barro colorado,piedra
piedra de moler	281	*greda,barro colorado,piedra
stone	281	*greda,barro colorado,piedra
estuco (tierra blanca usada como estuco)	281	*tierra
earth	281	*tierra
plato	281	*tierra
pot de terre	281	*tierra
greda	281	*tierra,arena
cavar la tierra	281	*tierra,arena
sand	281	*tierra,arena
arena,playa	281	*tierra,arena
arenoso	281	*tierra,arena
embarrar	281	*tierra,arena
cántaro	281	*tierra,arena
uña	282	*mano
largar	282	*mano
empuñar	282	*mano
aplaudar	282	*mano
puño	282	*mano
recibir	282	*mano
rascar	282	*mano
anillo	282	*mano
dedo de la mano	282	*mano
servir,muñeca	282	*mano
dedo pulgar	282	*mano
en la mano,debajo	282	*mano
apunta con la mano	282	*mano
entregar	282	*mano
servir	282	*mano
agarrarse de las manos	282	*mano
enroscar	282	*mano
lamerse las manos	282	*mano
fingers	282	*mano
hand	282	*mano
nails	282	*mano
dito	282	*mano
pulgar	282	*mano
palma de mano	282	*mano
dedo de mano	282	*mano
anillo,sortija	282	*mano
confesar	282	*mano
trabajar	282	*mano
trabajo	282	*mano
trabajador	282	*mano
flojo,no sabe trabajar	282	*mano
esclavo,fámulo	282	*mano
sopapo	282	*mano
perno	282	*mano
muñeca	282	*mano
estrechar la mano	282	*mano
medillo	282	*mano
flecha	282	*mano
lastimarse el dedo	282	*mano
mano derecha	282	*mano
mano izquierda	282	*mano
finger	282	*mano
arrow	282	*mano
ajeno,con arma	284	*arma
ajeno	284	*arma
hacerse dueño,apoderarse	285	*dueño
enseñorear,heredero	285	*dueño
vaciar,desocuparlo	286	*vaciar
local	286	*vaciar
adentro	286	*vaciar
forrar por dentro	286	*vaciar
enjuagar	286	*vaciar
dentro	286	*vaciar
arrebatar,quitar	286	*vaciar
vacío,infecundo	287	*vacío
recoger,escoger	288	*recoger
mañana	290	*mañana,ayer
ayer,mañana	290	*mañana,ayer
mañana por la mañana	290	*mañana,ayer
ayer	290	*mañana,ayer
morning,yesterday	290	*mañana,ayer
notte	290	*mañana,ayer
noche	290	*mañana,ayer
anteayer	290	*mañana,ayer
medianoche	290	*mañana,ayer
anochecer	290	*mañana,ayer
mañanita	290	*mañana,ayer
media noche	290	*mañana,ayer
tomorrow	290	*mañana,ayer
apuntar	291	*celar
thy	292	*2da persona
you (pl)	292	*2da persona
Usted (trans.),tú (trans.)	292	*2da persona
Ustedes (pl)	292	*2da persona
Usted (intr.),tú (intr.)	292	*2da persona
Usted solo	292	*2da persona
de Usted,de tí	292	*2da persona
you (sg)	292	*2da persona
you	292	*2da persona
tu	292	*2da persona
de toi	292	*2da persona
à toi	292	*2da persona
ustedes (intr.)	292	*2da persona
V. (trans.),tú (trans.)	292	*2da persona
Vds. (trans.)	292	*2da persona
suyo (de Vd.)	292	*2da persona
Vd. (intr.),tú (intr.)	292	*2da persona
usted solo,usted mismo	292	*2da persona
contigo	292	*2da persona
de Vd.	292	*2da persona
de Vds.	292	*2da persona
usted	292	*2da persona
ustedes	292	*2da persona
suyo	292	*2da persona
palabra	293	*palabra,hablar,cantar
hablar	293	*palabra,hablar,cantar
conversación	293	*palabra,hablar,cantar
despacio	293	*palabra,hablar,cantar
speak	293	*palabra,hablar,cantar
prayer	293	*palabra,hablar,cantar
hablar,cantar,bramar	293	*palabra,hablar,cantar
chismoso	293	*palabra,hablar,cantar
bullicioso	293	*palabra,hablar,cantar
talking	293	*palabra,hablar,cantar
carnaza	294	*dar de comer
soga (pancho torcido)	295	*pancho
arrancar	296	*arrancar,desplumar
desplumar	296	*arrancar,desplumar
desherber,despreocupar	296	*arrancar,desplumar
ceniza,polvo,arena	298	*ceniza
rescoldo	298	*ceniza
encenizar	298	*ceniza
almidón de yuca	298	*ceniza
renacuajo	298	*ceniza
hartos	298	*ceniza
dry	299	*seco
dry season	299	*seco
retoñar,nacer,brotar las plantas	300	*crecer
mogote,repechones	300	*crecer
brotó,creció	300	*crecer
crecido	300	*crecer
descrecer	300	*crecer
harinoso,fofo	301	*hinchar
suave	301	*hinchar
hipocondría	301	*hinchar
hidrópico	301	*hinchar
polillo,gorgojo	302	*gorgojo
castaña,almendro	304	*almendro
almendra de Tumupasa	304	*almendro
norte	305	*lluvia,aguacero
rain	305	*lluvia,aguacero
pioggia	305	*lluvia,aguacero
lluvia	305	*lluvia,aguacero
aguacero	305	*lluvia,aguacero
llovar	305	*lluvia,aguacero
damp	305	*húmedo,mojado
húmedo	305	*húmedo,mojado
mojar	305	*húmedo,mojado
wash	305	*húmedo,mojado
aguado,con agua	305	*aguado
menstruar	305	*aguado
beñar	305	*bañar
baño	305	*bañar
río	305	*agua,lluvia,río
arroyo	305	*agua,lluvia,río
pozo en el río,remanso del río	305	*agua,lluvia,río
marbella,ave come pato	305	*agua,lluvia,río
exprimar	305	*agua,lluvia,río
exprimar (por torciendo)	305	*agua,lluvia,río
leche	305	*agua,lluvia,río
desemboque,junta de río	305	*agua,lluvia,río
en la orilla del río	305	*agua,lluvia,río
aguanoso	305	*agua,lluvia,río
agua turbida	305	*agua,lluvia,río
medio húmedo	305	*agua,lluvia,río
humedecer	305	*agua,lluvia,río
stream	305	*agua,lluvia,río
agua	305	*agua,lluvia,río
mojado	305	*agua,lluvia,río
llanto	305	*agua,lluvia,río
están llorando los dos	305	*agua,lluvia,río
jugo,zumo	305	*agua,lluvia,río
supurar	305	*agua,lluvia,río
ebrio	305	*agua,lluvia,río
borrachera	305	*agua,lluvia,río
caldo	305	*agua,lluvia,río
agua,lluvio,río	305	*agua,lluvia,río
llover	305	*agua,lluvia,río
sangre	305	*agua,lluvia,río
gaviota (ave)	305	*agua,lluvia,río
rana	305	*agua,lluvia,río
orilla del río	305	*agua,lluvia,río
desaguar (la canoa)	305	*agua,lluvia,río
oleaje	305	*agua,lluvia,río
bilis	305	*agua,lluvia,río
sangrar	305	*agua,lluvia,río
blood or liquid	305	*agua,lluvia,río
water	305	*agua,lluvia,río
ala,manga de vestido o camisa	306	*ala
mangas cortadas,camisa sin mangas	306	*ala
wing	306	*ala
ahorcarse	307	*cuello,pescuezo
bostezar	307	*cuello,pescuezo
coto,bocio,garganta	307	*garganta
angina	307	*garganta
neck	307	*garganta
goiter	307	*garganta
manzana (nuez de la garganta)	307	*garganta
throat	307	*garganta
hermana	308	*madre
hermana (mayor)	308	*madre
mother	308	*madre
tierno	310	*tierno,chico
niña/o	310	*tierno,chico
criatura	310	*tierno,chico
chico,tierno	310	*tierno,chico
novilunio	310	*tierno,chico
criatura,muchacho	310	*tierno,chico
plátano	311	*plátano,pacay
pacay (árbol)	311	*plátano,pacay
banana	311	*plátano,pacay
pantain	311	*plátano,pacay
pacay	311	*plátano,pacay
