GLOSS	PROTO_ID	PROTO_CONCEPT
pacae,pacay	311	*plátano,pacay
turiro,comején	312	*turiro
abejo turiro	312	*turiro
termine	312	*turiro
mesquino,miserable	313	*defender,tener mezquindad
tía por madre (hermana de padre)	314	*tía
tío (marido de la tía)	314	*tía
estás triste	315	*enfermedad
enfermo	315	*enfermedad
hacer sentir, causar pena	315	*enfermedad
sentir	315	*enfermedad
pena,tristeza,aflicción	315	*enfermedad
pobre	315	*enfermedad
pobrecito	315	*enfermedad
limosnero,misericordioso	315	*enfermedad
emancipar	315	*enfermedad
rico	315	*enfermedad
caridad	315	*enfermedad
intimar	315	*enfermedad
histérico	315	*enfermedad
ronquear	315	*enfermedad
duele	315	*enfermedad
doler	315	*enfermedad
correcto,la verdad	316	*correcto,verdadero
verdad	316	*correcto,verdadero
ciertamente	316	*correcto,verdadero
es cierto, a la verdad	316	*correcto,verdadero
bien (verbal suffix)	316	*correcto,verdadero
a la direcha	316	*correcto,verdadero
verdadero	316	*correcto,verdadero
enmendación,enmiendar	316	*correcto,verdadero
pararse	317	*parar,pararse
levantarse	317	*parar,pararse
apartar (cosas paradas)	317	*parar,pararse
apartarse (cuando está parado)	317	*parar,pararse
walk	317	*parar,pararse
get up	317	*parar,pararse
parar	317	*parar,pararse
desamparar	317	*parar,pararse
stand	317	*parar,pararse
estuvo	317	*parar,pararse
estuvo (parado)	317	*parar,pararse
estar compuesto	317	*parar,pararse
barjarlo	317	*parar,pararse
estar ya recto	317	*parar,pararse
levantarse (al pié)	317	*parar,pararse
anima de uno,sombra,espíritu	318	*anima,espíritu,corazón
asustar	318	*anima,espíritu,corazón
ultrajar	318	*anima,espíritu,corazón
anima	318	*anima,espíritu,corazón
corazón,pulsación	318	*anima,espíritu,corazón
machuhuasu (abeja come turiro, pero hace miel)	318	*anima,espíritu,corazón
vena	318	*anima,espíritu,corazón
borracho	318	*anima,espíritu,corazón
emborracharse	318	*anima,espíritu,corazón
furor	318	*anima,espíritu,corazón
rabia	318	*anima,espíritu,corazón
denuedo	318	*anima,espíritu,corazón
deplorar,gemir,etc	318	*anima,espíritu,corazón
desmayar	318	*genio,carácter,conciencia
como,costumbre	318	*genio,carácter,conciencia
estúpido,que no entiende	318	*genio,carácter,conciencia
genio fogoso, ligero	318	*genio,carácter,conciencia
busca vida,agencioso	318	*genio,carácter,conciencia
inconstante	318	*genio,carácter,conciencia
da miedo,tengo miedo,etc	318	*genio,carácter,conciencia
remedar,imitar	318	*genio,carácter,conciencia
olvidar	318	*genio,carácter,conciencia
vivo,bien de salud	318	*genio,carácter,conciencia
para	318	*genio,carácter,conciencia
contumacia	318	*genio,carácter,conciencia
embobecer	318	*genio,carácter,conciencia
memoria	318	*genio,carácter,conciencia
informar,información,etc	318	*genio,carácter,conciencia
manera,costumbre,asunto,orden,culpa,carácter	318	*genio,carácter,conciencia
tener	318	*genio,carácter,conciencia
despacio	318	*genio,carácter,conciencia
zonzo	318	*genio,carácter,conciencia
voluntad	318	*genio,carácter,conciencia
pensar,podecer,estar con pena,etc	318	*genio,carácter,conciencia
andar y regreser	319	*andar
vez	319	*andar
corva,plegar	319	*andar
genuflexión	319	*andar
pliego	319	*andar
enredadera	319	*andar
doblarse (el plátano)	319	*andar
cuñada (esposa de hermano)	320	*hermano
hermana	320	*hermano
bisabuelo	320	*hermano
brother	320	*hermano
hermano de hermana	320	*hermano
amasar	321	*empujar
comprimir	321	*empujar
meter	321	*meter,entrar
meter adentro	321	*meter,entrar
meter,introducir	321	*meter,entrar
entrarse	321	*meter,entrar
entrar,hincar	321	*meter,entrar
hincadura	321	*meter,entrar
entrada	321	*meter,entrar
agacharse	321	*meter,entrar
nido	321	*meter,entrar
entrar	321	*meter,entrar
guardar (e.g., en una caja)	321	*meter,entrar
suave	322	*pasto,paja
paja,pasto	322	*pasto,paja
pajonal	322	*pasto,paja
fruta roja del monte	323	*árbol con fruto que se comen
red berry	323	*árbol con fruto que se comen
pama (fruta, como cereza)	323	*árbol con fruto que se comen
cientopiés	324	*ciempiés
escolopendra	324	*ciempiés
un poco,medio	326	*medio
mitad	326	*medio
noon	326	*medio
medianoche	326	*medio
sacar	327	*enterrar
enterrado	327	*enterrar
desenterrar,exhumar	327	*enterrar
agobiado	327	*enterrar
aplastado	327	*enterrar
sepultar,enterrar	327	*enterrar
abrir,reventar	327	*enterrar
caer (de ariba),despeñar,abrir	327	*enterrar
abierto	327	*enterrar
calzada	327	*enterrar
enterrador	327	*enterrar
desembocar	327	*enterrar
desaguar	327	*enterrar
desarrebosar	327	*enterrar
destapar,abrir	327	*enterrar
tapar	327	*enterrar
taparse	327	*enterrar
olvidar	327	*enterrar
no puede llorar	328	*llorar
está llorando	328	*llorar
lamento	328	*llorar
lágrimas	328	*llorar
están llorando los dos	328	*llorar
llanto	328	*llorar
tristes,pensando	328	*llorar
color	328	*llorar
lo va a hacer llorar	328	*llorar
lacrimoso	328	*llorar
así dice	329	*se dice
todo,todos	330	*augmentative suffix
ancho	330	*augmentative suffix
riñones	331	*riñón
hiel	332	*amargo
ensalobrarse	332	*amargo
no amargo	332	*amargo
aplaudir,jalear	333	*golpear
guantada,herir	333	*golpear
batió	333	*golpear
simbado,trenzado	333	*golpear
está blanqueando	335	*blanco
blanquear	335	*blanco
todo blanco	335	*blanco
white	335	*blanco
emblanquecer	335	*blanco
gringo	335	*blanco
clara de huevo	335	*blanco
ciego,tuerto	336	*tuerto,gris
tuerto	336	*tuerto,gris
pardo	336	*tuerto,gris
color café,gris	336	*tuerto,gris
tosco,gris	336	*tuerto,gris
venteador,soplador,abanico	337	*ventear
venteador,soplador	337	*ventear
venteador	337	*ventear
abanicar	337	*ventear
abanico	337	*ventear
cambiarse a otra cosa	338	*uno
diferente	338	*uno
otros	338	*uno
distinto,otro	338	*uno
one	338	*uno
además	338	*uno
discernir,disunión	338	*uno
otro	338	*uno
penga	338	*uno
en la otra,aparte	338	*uno
una	338	*uno
una vez	338	*uno
del otro	338	*uno
en otro lugar	338	*uno
también	338	*uno
three	338	*uno
adúltero	338	*uno
another	338	*uno
side,de un solo lado	339	*un lado,junto,ante,adelante
junto,ante,en frente	339	*un lado,junto,ante,adelante
a un lado,junto,ante,delante	339	*un lado,junto,ante,adelante
adelante	339	*un lado,junto,ante,adelante
bambú,tacuarembú	340	*bambú
tacuara	340	*bambú
sabe remar,balsero	341	*cayapo,balsa
callapo	341	*cayapo,balsa
amigo	342	*acompañar
andar a pasear	342	*acompañar
visitar	342	*acompañar
friend	342	*acompañar
costado	342	*acompañar
inseparable	342	*acompañar
apretar	342	*acompañar
separar	342	*acompañar
peinar,desenganchar,zafar,resbalar	343	*desenganchar
labrar,desbastar	343	*desenganchar
vado,pasage	344	*pasar,atravesar
andar en el agua pando	344	*pasar,atravesar
recto	345	*extender
extender,carmenar,desarrugar	345	*extender
enderezó	345	*extender
estar ya recto	345	*extender
tucán pequeño	346	*tucán
toucan	346	*tucán
tucán	346	*tucán
ligoso,hablando de cosas de comer	347	*ligoso
flechar	348	*flecha
arco	348	*flecha
hormiga flechador	348	*flecha
arrow	348	*flecha
bow	348	*flecha
flecha,lanza	348	*flecha
flechador	348	*flecha
flèche à pointe de bois de palmier	348	*flecha
pescuezo	349	*pescuezo,cuello
neck	349	*pescuezo,cuello
collo,gorgia	349	*pescuezo,cuello
cuello (de camisa)	349	*pescuezo,cuello
decapitar	349	*pescuezo,cuello
cuello,garganga,pescuezo	349	*pescuezo,cuello
se desata,hay que desatar	350	*desatar
demostrar	350	*desatar
desatar,desligar	350	*desatar
iguana,pení	351	*iguana
peni	351	*iguana
clase de víbora	351	*iguana
hacer bollo (e.g., de papal)	352	*puño
puño,puñete	352	*puño
dar puñete	352	*puño
bala,bola	352	*puño
descarar,pelar	353	*pelar
lavar (ropa)	353	*pelar
pelar,deschalar	353	*pelar
pelada	353	*pelar
pelado	353	*pelar
pelado,lustrado	353	*pelar
limpiar,lustrar,aceitar,escopeta	353	*pelar
relampaguer	353	*pelar
pulido,lucido,liso	353	*pelar
descascarar	353	*pelar
raspar	353	*pelar
mancharse (blanco)	353	*pelar
relámpago	353	*pelar
hacer,decir	354	*decir,hacer
venir	354	*venir,llegar
llegados,viajeros	354	*venir,llegar
come	354	*venir,llegar
come here	354	*venir,llegar
venir rápido	354	*venir,llegar
cuando vaya	354	*andar
ha ido	354	*andar
si fuese	354	*andar
fué,remoto	354	*andar
yendo	354	*andar
go	354	*andar
ir	354	*andar
saltar,brincar	354	*andar
dejar,abandonar	354	*andar
brinco,corcovo,exigencia,fogosidad	354	*andar
concomerse,desalmarse,exigir	354	*andar
brincar	354	*andar
fuga,fugar	354	*andar
invadir	354	*andar
fuirse rápido	354	*andar
fuirse	354	*andar
escapir	354	*andar
going	354	*andar
rodear,dar vueltas	354	*ir
digo,fué,ha sido	354	*ir
si fuera	354	*ir
pronto	354	*ir
acabar	354	*ir
dejar de ver ó hacer,etc	354	*ir
quebrar	355	*reventar
frágil	355	*reventar
romper	355	*reventar
partir	355	*reventar
rajarse	355	*reventar
insípido,chapa	356	*blando
jorebaré (hormiga chica que pica fuerte)	358	*hormiga
hormiga blanca (chica)	358	*hormiga
casa de hormiga	358	*hormiga
hormiga cazadora	358	*hormiga
hormiga colorada	358	*hormiga
hormiguero	358	*hormiga
clase de homirga	358	*hormiga
mujer	359	*mujer,hembra
jovencita (14-18 años)	359	*mujer,hembra
niña (6-14 años)	359	*mujer,hembra
afeminado	359	*mujer,hembra
casto	359	*mujer,hembra
muchacha	359	*mujer,hembra
vieja,anciana	359	*mujer,hembra
girl	359	*mujer,hembra
daughter	359	*mujer,hembra
hembra,mujer	359	*mujer,hembra
female	359	*mujer,hembra
woman	359	*mujer,hembra
luciérnaga,curucusí	360	*curucusí,luciérnaga
curucusí,luciérnago,estrella	360	*curucusí,luciérnaga
lucero	360	*curucusí,luciérnaga
carne	362	*carne,cuerpo
meat,flesh	362	*carne,cuerpo
body,meat	362	*carne,cuerpo
desengrosar	362	*carne,cuerpo
carnívoro	362	*carne,cuerpo
carnosidad	362	*carne,cuerpo
cuerpo	362	*carne,cuerpo
vello del cuerpo	362	*carne,cuerpo
curandero	362	*carne,cuerpo
sin cuerpo	362	*carne,cuerpo
meat	362	*carne,cuerpo
este	363	*este,aquí
recién	363	*este,aquí
este otro	363	*este,aquí
por aquí	363	*este,aquí
aquí	363	*este,aquí
de aquí	363	*este,aquí
hasta aquí	363	*este,aquí
ayer	363	*este,aquí
anteayer	363	*este,aquí
no había	363	*este,aquí
como ahora	363	*este,aquí
siempre,hasta ahora	363	*este,aquí
menos,un poco	363	*este,aquí
aquí,este	363	*este,aquí
aquí en este lugar	363	*este,aquí
por acá	363	*este,aquí
cortar,consechar	364	*cortar,quebrar
quebrar (de un árbol o planta)	364	*cortar,quebrar
quebrar	364	*cortar,quebrar
quebrada	364	*cortar,quebrar
cortar	364	*cortar,quebrar
división de casa,ropa interior de mujer	365	*juntar,amontonar,acarrear
en la dormita,en el interior	365	*juntar,amontonar,acarrear
abultado	365	*juntar,amontonar,acarrear
amontonar	365	*juntar,amontonar,acarrear
monton	365	*juntar,amontonar,acarrear
es preciso amontonar	365	*juntar,amontonar,acarrear
ramillete,junta	365	*juntar,amontonar,acarrear
balumba	365	*juntar,amontonar,acarrear
chapapear,asar	366	*chapapear,abochornar
abochornar,bochorno	366	*chapapear,abochornar
arrastrar,jalar	368	*traer
rallar	369	*rallar,raspar
bejuco con espinas	369	*rallar,raspar
rallador,serrucho	369	*rallar,raspar
fino,finura	369	*rallar,raspar
raspar	369	*rallar,raspar
pascana,campamento	370	*pascana
tambo,pascana,chosa	370	*pascana
enramar	370	*pascana
está gateando (una criatura)	371	*gatear
trampa con cordel para animales	372	*apretar
ajustado,apretado	372	*apretar
apretar con cordel	372	*apretar
arrugado	372	*apretar
abolsado	372	*apretar
zurcir	372	*zurcir,frunzar
fruncido,arrugado	372	*zurcir,frunzar
frunzar	372	*zurcir,frunzar
jalar (llevar de tiro),tirar con cordel	372	*tirar,jalar
tiren	372	*tirar,jalar
suspender con cordel	372	*tirar,jalar
jalar	372	*tirar,jalar
empujar	372	*tirar,jalar
cosa para amarrar	372	*amarrar,atar
amarrado	372	*amarrar,atar
amarrar	372	*amarrar,atar
anudar	372	*amarrar,atar
atada	372	*amarrar,atar
nudo	372	*amarrar,atar
techar	372	*amarrar,atar
amarrar todo	372	*amarrar,atar
atar	372	*amarrar,atar
se ha de acabar,esterminar	373	*podrir
podrido	373	*podrir
yoperojobobo (víbora venenosa)	373	*podrir
podrir,corromper	373	*podrir
agacharse	374	*acostar,echarse
echarse	374	*acostar,echarse
cama tendida	374	*acostar,echarse
apartar (cuando está echado)	374	*acostar,echarse
nido	374	*acostar,echarse
estar echado	374	*acostar,echarse
estar flotando	374	*acostar,echarse
gallina clueca	374	*acostar,echarse
recostarse	374	*acostar,echarse
campo	374	*acostar,echarse
nido,pañal	374	*acostar,echarse
desanidar	374	*acostar,echarse
echarse,acostar,dejar	374	*acostar,echarse
calmar	374	*acostar,echarse
cuidar,guardar	374	*acostar,echarse
cuidante	374	*acostar,echarse
encallar	374	*acostar,echarse
almohada	374	*acostar,echarse
mariposa de noche	376	*mariposa
pez	377	*pez,pescado
pescar	377	*pez,pescado
anzuelo	377	*pez,pescado
andar a pescar	377	*pez,pescado
pescado	377	*pez,pescado
fish	377	*pez,pescado
bufeo	377	*pez,pescado
pez blanca	377	*pez,pescado
pescador	377	*pez,pescado
blanquillo (pez)	377	*pez,pescado
azulejo (pez)	377	*pez,pescado
chanana (pez)	377	*pez,pescado
sanar	378	*bueno
comprar bien	378	*bueno
muy bueno	378	*bueno
guardar	378	*bueno
ser,poner	378	*bueno
ropa	378	*bueno
good	378	*bueno
bien	378	*bueno
good,blessed	378	*bueno
bueno,contento,feliz,sano,bien	378	*bueno
tiempo bueno	378	*bueno
bonito,agradable	378	*bueno
bonito,hermoso	378	*bueno
bueno,contento	378	*bueno
honrar,hacerlo buen	378	*bueno
amar,hallar bueno	378	*bueno
bien educado,etc	378	*bueno
le gusta,agradable	378	*bueno
partir,cortar	379	*cortar
divorciar	379	*cortar
fuerte (al palador),ácido	380	*fuerte,ácido,agrio
fermentar	380	*fuerte,ácido,agrio
fermentado,agrio	380	*fuerte,ácido,agrio
fuerte,agria,ácido,agrio	380	*fuerte,ácido,agrio
sucha gallinazo	381	*gallinazo,sucha
vena,tendón	382	*vena,nervio,tendón
vena	382	*vena,nervio,tendón
nevio	382	*vena,nervio,tendón
cosquilloso,dentera	383	*sarna
(medio) amarillo	384	*madurar,amarillo
crudo	384	*madurar,amarillo
yellow	384	*madurar,amarillo
amarillo,bayo	384	*madurar,amarillo
cuando está maduro	384	*madurar,amarillo
madurar	384	*madurar,amarillo
maduro	384	*madurar,amarillo
bien maduro	384	*madurar,amarillo
encanecer	384	*madurar,amarillo
que maduro!	384	*madurar,amarillo
amarillo,madura	384	*madurar,amarillo
chichilo,mono amarillo	385	*chichilo
chichilo	385	*chichilo
tirar (piedra)	386	*venir,andar,tirar
volver,regresarse	386	*venir,andar,tirar
devolver	386	*venir,andar,tirar
andar a quedarse	386	*venir,andar,tirar
come	386	*venir,andar,tirar
venir	386	*venir,andar,tirar
andar	386	*venir,andar,tirar
andar cojo	386	*venir,andar,tirar
abandonar,botar	386	*venir,andar,tirar
desparrarse	386	*venir,andar,tirar
perderse	386	*venir,andar,tirar
llenarse	387	*llenar,llenarse
llenar	387	*llenar,llenarse
lleno	387	*llenar,llenarse
hinchazón	387	*llenar,llenarse
lleno,hincado,colmado	387	*llenar,llenarse
full of grace	387	*llenar,llenarse
refill	387	*llenar,llenarse
abeja	388	*yacamí (ave)
yacamí	388	*yacamí (ave)
resbaloso	389	*resbaloso,resbalar
resbalar,encima de palo	389	*resbaloso,resbalar
hongo,orejo de palo	390	*hongo
hongo comestible	390	*hongo
cortar (princ. carne)	391	*cortar,serruchar
picado (ave)	391	*cortar,serruchar
un tajo	391	*cortar,serruchar
cortadura	391	*cortar,serruchar
descuartizar	391	*cortar,serruchar
cortar,rayar (goma),aserrar,cosechar (arroz)	391	*cortar,serruchar
cortar,aserrar	391	*cortar,serruchar
cortar	391	*cortar,serruchar
cortable	391	*cortar,serruchar
no cortable	391	*cortar,serruchar
caliente,hace color	392	*caliente,cocinar
olla de barra para cocer chicha	392	*caliente,cocinar
cocer	392	*caliente,cocinar
ardor	392	*caliente,cocinar
hot	392	*caliente,cocinar
cocido	392	*caliente,cocinar
crudo (sin cocer)	392	*caliente,cocinar
cocer,cocinar	392	*caliente,cocinar
cocinar	392	*caliente,cocinar
arder	392	*caliente,cocinar
ratón,matapalo	393	*rata,ratón
rat	393	*rata,ratón
después,cuando	396	*después
cuando ya terminado	396	*después
llegar	396	*después
llegar,venir	396	*después
andar	396	*después
no poder	396	*después
entonces,por eso	396	*después
terminar	396	*después
así como está	396	*después
además	396	*después
por él	396	*después
él	396	*después
por allá	396	*después
aquello,he allí	396	*después
allí	396	*después
lejos	396	*después
duck	397	*pato
pato bichichií	397	*pato
pato roncador	397	*pato
canilla	398	*pierna
pantorilla	398	*pierna
golpear	398	*pierna
tenaza (de fierro)	398	*pierna
canilla ó pierna	398	*pierna
por las piernas,pasta	398	*pierna
patear	398	*pierna
leg	398	*pierna
tapir-foot (plant)	398	*pierna
juntos	399	*juntos,ambos
entre	399	*juntos,ambos
ambos,ellos dos	399	*juntos,ambos
detrambos	399	*juntos,ambos
picotada,mordido	400	*picotada
gajo	400	*picotada
duro	401	*duro,fuerte
trabajo difícil de hacer	401	*duro,fuerte
endureciendo	401	*duro,fuerte
hard	401	*duro,fuerte
endurar,cuajar	401	*duro,fuerte
temblar	401	*duro,fuerte
paludismo	401	*duro,fuerte
hielo,granizo,cuajada	401	*duro,fuerte
corazón de árbol	401	*duro,fuerte
endurarse	401	*duro,fuerte
no tiene fuerza	401	*duro,fuerte
tapar	401	*duro,fuerte
cerrado	401	*duro,fuerte
abierto	401	*duro,fuerte
endurecerse	401	*duro,fuerte
triste,silencio,miedo,cosa imponente	402	*silencio
encalmarse	402	*silencio
mudo	402	*silencio
liver	403	*hígado
overnight shelter	404	*casa
house	404	*casa
cárcel	404	*casa
tapera	404	*casa
visitar,pasear	404	*casa
popa de la canoa	404	*casa
cabaña	404	*casa
to the house	404	*casa
corral,canchón,tranca	406	*anillo
ring	406	*anillo
anillo,sortija	406	*anillo
cerco	406	*anillo
corral	406	*anillo
calabacera grande	407	*calabacera grande (insecto)
remo	408	*remar,batir
remar	408	*remar,batir
batir,remar	408	*remar,batir
balsero	408	*remar,batir
clavar	409	*clavar,arreglar
arreglar	409	*clavar,arreglar
tío por padre	410	*papá
my father	410	*papá
father	410	*papá
bisabuelo	410	*papá
padre	410	*papá
ambaibo (árbol)	411	*caña
soga hecha de pancho	411	*caña
escoba	411	*caña
miel de caña	411	*caña
sleep	412	*dormir
sueño	412	*dormir
soñar	412	*dormir
cama,dormitorio	412	*dormir
pascana,campamento	412	*dormir
campamento	412	*dormir
desmayarse	412	*dormir
dormilón	412	*dormir
pava	413	*pavo
pavo roncador	413	*pavo
batar	414	*matar,cazar
flechar	414	*matar,cazar
entrepunzadura	414	*matar,cazar
cazar,matar,punzar,sembrar	414	*matar,cazar
cazador	414	*matar,cazar
pelearse	414	*matar,cazar
matar	414	*matar,cazar
come con jacuú	415	*jacuú
jacuú (plátanos, yuca)	415	*jacuú
jacuhú,pan,yuca	415	*jacuú
tapar	416	*cerrar
puerta	416	*cerrar
cerrar,trancar	416	*cerrar
encarcelar	416	*cerrar
esconder	417	*esconderse
field	418	*chaco
chacra abandonada	418	*chaco
a la chacra	418	*chaco
carbón	419	*fuego
amarillo	419	*fuego
pálido	419	*fuego
ceniza	419	*fuego
tarumá (árbol y fruta)	419	*fuego
atizar (el fuego)	419	*fuego
fire	419	*fuego
charcoal	419	*fuego
infierno	419	*fuego
tizón	419	*fuego
brasa	419	*fuego
mucho fuego,rubio	419	*fuego
hogar	419	*fuego
se va a apagar	419	*apagar
leña sin fuego	419	*apagar
apagado	419	*apagar
apagar (fuego)	419	*apagar
quemar la comida	419	*quemar
quemazon,incendio	419	*quemar
quemar la mitad	419	*quemar
quemar,chamuscar	419	*quemar
caliente	419	*quemar
arder	419	*quemar
calentar	419	*quemar
quemar,tener fiebre	419	*quemar
brasa,chispa	419	*fuego
atizar	419	*fuego
tarumá	419	*fuego
match	419	*fuego
upper arm	420	*tronco,pierna
tronco,timón	420	*tronco,pierna
tronco,popa	420	*tronco,pierna
talón	420	*tronco,pierna
empezar,comenzar	420	*tronco,pierna
canoero	420	*tronco,pierna
tobillo	420	*tronco,pierna
pierna	420	*tronco,pierna
cadera	420	*pierna,falda
suncharse la pierna	420	*pierna,falda
cojear,renguear	420	*pierna,muslo
coyuntura	420	*pierna,muslo
pantorrilla	420	*pierna,muslo
dar,atrás	421	*dar
encomienda,remesa	421	*dar
anticipar	421	*dar
dando,en dar	421	*dar
give	421	*dar
dar,entrejar,alcanzar	421	*dar
vender	421	*dar
entrejar,prometer	421	*dar
dividir,repartir	421	*dar
prestar	421	*dar
devolver	421	*dar
apretar,plastar,poner encima,etc	421	*dar
regalar	421	*dar
atrás (de persona)	421	*detrás,atrás
bejuco balsamina	421	*detrás,atrás
talso	421	*detrás,atrás
de revés,pasado,mañana,anteayer,atrás	421	*detrás,atrás
recular	421	*detrás,atrás
atrás,detrás,menor,después	421	*atrás,después
rezagado	421	*atrás,después
venir atrás	421	*atrás,después
el último	421	*atrás,después
después,posteriormente	421	*atrás,después
después,atrás	421	*atrás,después
acompañar	421	*atrás,después
último,después,detrás	421	*atrás,después
atrás de	421	*abajo
está persiguiendo,le va detrás	421	*abajo
río abajo	421	*abajo
barranco,bajada	421	*abajo
subida del barranco	421	*abajo
debajo	421	*abajo
resbalarse	421	*abajo
banco	421	*abajo
fingernail	423	*uña
-nail	423	*uña
uña (toenail?)	423	*uña
nail	423	*uña
toenail	423	*uña
fajar	424	*cintura
faja	424	*cintura
monton	425	*centro
en el centro	425	*centro
calle	425	*centro
campo,potrero	425	*centro
papa alargada	426	*raíz
tiene mucha raíz	426	*raíz
coyuntura,para añadir	427	*terminar
extemidad,terminación	427	*terminar
nudo,añadir	427	*terminar
cuando está terminado	427	*terminar
limpiar,terminar	427	*terminar
consunción,etc	427	*terminar
terminar,acabar	427	*terminar
fines del año	427	*terminar
terminar secando	427	*terminar
terminar (en)	427	*terminar
tronar	428	*tronar
bailar	428	*tronar
tronado	428	*tronar
trueno	428	*tronar
thunder	428	*tronar
dance	428	*tronar
quejarse	429	*quejido
palpitar	429	*quejido
corazón	429	*quejido
heart	429	*quejido
pisar	430	*pisar,arañar
escarbar	430	*pisar,arañar
ellos (dual)	431	*3ra persona
sus (dual)	431	*3ra persona
de ellos (dual)	431	*3ra persona
él (trans.),ella (trans.)	431	*3ra persona
él (intr.),ella (intr.),eso	431	*3ra persona
ellos	431	*3ra persona
sus (pl.)	431	*3ra persona
de ellos,suyos (pl.)	431	*3ra persona
con él	431	*3ra persona
de él,suyo	431	*3ra persona
su	431	*3ra persona
ellos solos	431	*3ra persona
he	431	*3ra persona
they	431	*3ra persona
él (trans.)	431	*3ra persona
ese mismo,otra vez	431	*3ra persona
de allá	431	*3ra persona
por allí	431	*3ra persona
por allá	431	*3ra persona
allá	431	*3ra persona
allí,de ahi	431	*3ra persona
su (de él)	431	*3ra persona
él (intr.)	431	*3ra persona
único,ese no más	431	*3ra persona
ellos (intr.)	431	*3ra persona
ellos (trans.)	431	*3ra persona
su (de ellos)	431	*3ra persona
él solo	431	*3ra persona
él solito	431	*3ra persona
ese	431	*3ra persona
barrigón	432	*barriga
torcido	432	*barriga
arrodillarse	432	*barriga
agachado,jorobado	432	*barriga
arco	432	*barriga
fruncido,medio torcido	432	*barriga
doblegar	432	*barriga
corbo	432	*barriga
abdomen,empeine	432	*barriga
bala	432	*barriga
arco,escopeta	432	*barriga
redondo	432	*barriga
bow	432	*barriga
arder,encender	433	*encender
atizar	433	*encender
cortar,arear	434	*cortar,trozar
corto	434	*cortar,trozar
trozar	434	*cortar,trozar
especie de loro chico	435	*loro (chico)
clase de pájaro negro con pico colorado	435	*loro (chico)
lágrima	436	*ojo
brillante,claro	436	*ojo
párpado	436	*ojo
soñoliente,ojero por el desvelo	436	*ojo
escarmentar	436	*ojo
vender los ojos	436	*ojo
experimentar,escarmentar	436	*ojo
eye	436	*ojo
occhio	436	*ojo
eyebrow	436	*ojo
eyelash	436	*ojo
pestaña	436	*ojo
orzuelo	436	*ojo
eclipse	436	*ojo
espejo	436	*ojo
sin ojos	436	*ojo
motacú (palmera)	437	*motacú
caluche	437	*motacú
pedregoso	438	*piedra
corvina (pez)	438	*piedra
cascajo	438	*piedra
agujero en la piedra	438	*piedra
rock	438	*piedra
stone	438	*piedra
roca	438	*piedra
empedrado	438	*piedra
apedrear	438	*piedra
tapón	438	*piedra
encorralar	438	*piedra
worm	439	*lombriz
lombriz,gusano	439	*lombriz
cutuchi (víbora)	439	*lombriz
lombrices	439	*lombriz
vejiga (de animales),alcanza,igual,basta	440	*pesar
pesar,medir,igualar,nivelar	440	*pesar
igualar,igual	440	*pesar
cabal	440	*pesar
todos juntos	440	*pesar
pesar,seguir,pensar,acompañar	440	*pesar
haste,bastante,cabal,caso,medido	440	*pesar
bastante,alcanza	440	*pesar
medidor	440	*pesar
limitar	440	*pesar
último	440	*pesar
limite,etc	440	*pesar
nieta	441	*nieta,nieto
brother	441	*nieta,nieto
nieto	441	*nieta,nieto
sobrino (hijo de hermana de padre)	441	*sobrino,sobrina
sobrina (la mujer dice)	441	*sobrino,sobrina
hermano mayor (entre hermanos)	441	*hermano mayor
cuñada (esposa de hermano)	441	*hermano mayor
cuñada	441	*hermano mayor
sobrina (hija de hermano de padre)	441	*hermano
cuñado	441	*hermano
por aquí	442	*así
este tanto,poco	442	*así
esta banda	442	*así
aquí	442	*así
mas aquí	442	*así
aquicito no más	442	*así
este tamaño	442	*así
corto (en tiempo),etc	442	*así
quizás,tal vez	442	*así
vuelta,otra vez	442	*así
su	442	*así
suyo	442	*así
otra vez	442	*así
él	442	*así
todos,ellos	442	*así
ellos,etc	442	*así
babear,baba	443	*espuma
baboso	443	*espuma
espumadera	443	*espuma
espumar	443	*espuma
madrugada	444	*luz
reflejar,relucir	444	*luz
amanecer,aclarar el día	444	*luz
jovencito	444	*luz
reflejando	444	*luz
today	444	*luz
tomorrow	444	*luz
alumbrar	444	*luz
luz,vela candela	444	*luz
alba	444	*luz
cirio	444	*luz
día	444	*luz
aclarar,amanecer	444	*luz
brillante	444	*luz
de día,con luz	444	*luz
hoy día	444	*luz
fulgor,iluminar	444	*luz
farol	444	*luz
reflejar,ilustrar	444	*luz
aclarar,esclarecer,fantasía	444	*luz
limpiar	444	*luz
limpiar (el chaco),carpir	444	*luz
asolear	444	*luz
clara (el cielo)	444	*luz
silbador	445	*silbar
fumar	446	*tabaco
tobacco	446	*tabaco
luciérnaga	446	*tabaco
marfil	447	*marfil (palmera)
lo bajar	448	*caerse
sentar	448	*caerse
bajarlo	448	*caerse
caer	448	*caerse
bajar	448	*caerse
fall	448	*caerse
mamoré (pez)	449	*sardina
earth	450	*tierra
terreno	450	*tierra
ampisi (boa) de tierra	450	*tierra
loma,cerro	450	*tierra
cueva	450	*tierra
sembrar	450	*tierra
sembrador	450	*tierra
enterrar	450	*tierra
barro	450	*tierra
fangoso	450	*tierra
ralo,como agua	451	*agua
water	451	*agua
acqua	451	*agua
lago	451	*agua
mezclado	452	*mezclar
batar,removar	452	*mezclar
remover	452	*mezclar
taitetú	453	*chanco de tropa
cobaye	453	*chanco de tropa
wangana	453	*chanco de tropa
peccary	453	*chanco de tropa
